otu_id	S1	S10	S103	S104	S11	S111	S112	S119	S12	S120	S127	S128	S136	S143	S144	S151	S152	S159	S160	S167	S168	S17	S175	S176	S18	S183	S184	S191	S192	S2	S20	S25	S26	S27	S28	S3	S33	S34	S35	S36	S4	S41	S42	S44	S49	S50	S51	S52	S57	S58	S59	S60	S65	S66	S67	S68	S73	S74	S75	S76	S81	S82	S83	S84	S89	S9	S90	S91	S92
OTU_2103	0	11	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	47	0	0	72	0	0	270	0	0	0	182	0	0	0	273	0	0	0	0	0	19	0	19	0	0	0	0	0	0	0	0	0	0	10	0	0	0	13	0	0	0	86	0	0	0	0	15	0	0
OTU_3465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	259	0	16	16	0	28	0	9	0	0	47	0	0	0	0	0	0	0	10	0	0	0	28	0	0	0	0	1056	0	0	0	0	69
OTU_783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0
OTU_4038	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	124	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	467	0
OTU_715	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4040	0	0	0	0	67	0	0	15	0	21	21	9	30	202	0	0	159	18	0	32	17	0	0	105	0	0	0	58	0	10	64	0	0	0	0	11	0	0	23	27	0	99	0	23	55	0	0	9	18	0	0	0	0	0	11	0	0	13	60	0	0	0	151	0	0	0	0	155	45
OTU_3159	43	0	0	0	0	11	0	38	0	0	31	0	0	0	0	0	0	0	0	85	0	43	0	0	0	27	0	0	0	0	15	21	0	0	0	0	0	0	0	0	0	16	0	0	27	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	65	0	0	0	98	0	0	0	0
OTU_1065	0	0	1006	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_152	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	904	0	0	248	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
OTU_407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	18	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0
OTU_4041	0	0	0	0	14	0	0	80	0	23	11	0	0	213	0	0	114	22	15	0	13	0	97	0	9	0	0	90	0	0	0	0	0	0	0	12	47	0	59	0	0	58	0	13	20	0	0	17	134	0	0	0	0	0	0	0	0	0	0	0	0	57	0	88	0	0	0	0	288
OTU_298	0	0	0	11	0	0	0	0	0	0	0	44	0	0	0	20	0	18	0	0	136	0	0	26	0	0	147	0	106	0	17	0	0	0	20	0	0	0	0	0	68	0	0	0	8	0	0	0	0	0	10	0	0	226	0	0	0	0	0	0	0	15	0	0	0	0	129	0	0
OTU_861	0	0	0	602	0	0	0	0	0	0	0	0	145	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	326	0	0	0	0	0	0
OTU_655	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	229	0	0	1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2645	0	0	0	426	0	0	8	42	0	0	8	0	12	30	0	0	0	0	0	45	0	0	45	0	0	0	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1085	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	154	0	976	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	35	0	0	0	0	0	0
OTU_1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4136	0	0	0	0	0	0	0	115	0	0	39	0	0	266	0	0	0	25	38	0	0	440	12	0	12	0	0	85	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	10	0	0	0	18	0	0	0	15	0	0	0	21	187	0	0	0
OTU_313	0	0	0	53	0	0	0	0	0	0	0	0	34	22	0	12	0	31	0	0	0	0	0	0	38	0	46	19	187	13	0	0	30	0	0	0	0	0	0	0	0	0	0	0	10	0	40	0	13	0	23	0	0	0	0	13	0	0	0	0	0	0	0	12	0	0	0	0	8
OTU_1483	0	0	973	0	0	17	0	209	0	0	0	0	47	0	43	0	0	0	25	10	0	0	45	0	0	0	0	38	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1689	0	0	148	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	38	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0
OTU_1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1353	0	0	270	175	0	0	0	0	0	0	66	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	85	35	0	0	0	0	0	82	0	0	0	45	8	0	0	0	0	0	0	0
OTU_1263	0	0	242	12	0	37	0	124	0	0	0	0	225	128	37	0	0	0	0	0	0	57	49	0	0	0	0	108	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	21	0	0	0	21	0	0	0	0
OTU_2426	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1266
OTU_599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0
OTU_3330	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	99	0	329	0	0	430	0	0	62	0	0	0	11	0	0	0	0	0	0	13	0	0	0	94	0	0	0	0	0	0	0	0	50
OTU_2588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	89	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0
OTU_2741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	46	0	0	0	0	0	0	0	0	16	0	0	0	16	924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2743	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	24	13	0	0	0	10	0	0	740	13	0	0	17	0	0	0	0	14	0	13	0	9	0	25	0	0	0	0	14	0	0	0	0	0	14	0	0	8	0	92	0	0	0	0	0	0	12	0	13	0	0	0	0	18
OTU_4123	0	0	0	0	0	0	0	0	0	62	0	58	0	0	0	885	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	58	0	0	0	0	55	0	0	55	0	98	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2627	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
OTU_110	25	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	552	0	0	0	110	0	0	0	58	0	0	0	0
OTU_1728	0	0	0	0	0	0	31	0	0	0	0	0	174	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	243	0	0	0	0	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0
OTU_2954	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0
OTU_2518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4037	0	0	0	0	0	0	41	0	0	22	0	141	0	0	0	0	0	0	14	0	0	0	0	0	0	9	24	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	97	9	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	80	147	0
OTU_853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	82	0	0	0	214	0	0	0	0	0	0
OTU_1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	9	0	0	31	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	155	0	0	13	0	0	0	8	0	0	0	0	91	0	0
OTU_3747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	21	0	0	29	0	38	0	0	0	0	0	19	0	0	0	0	0	273	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0
OTU_3101	0	0	0	1096	0	0	0	34	0	0	0	0	17	30	0	0	0	0	0	0	0	0	25	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2695	0	0	35	16	0	0	0	84	0	0	24	0	26	100	0	24	0	22	0	22	0	267	0	0	0	0	0	35	0	0	0	58	0	0	0	0	8	0	0	0	0	21	0	0	14	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	16	160	0	0	0
OTU_1716	0	0	0	0	0	0	0	0	55	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	48	0	64	0	0	0	23	0	12	0	0	0	0	0	349	53	0	0	0	9	0	0	0	0	137	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	87	0	11
OTU_1530	0	0	0	0	0	0	0	0	151	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0
OTU_855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1304	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
OTU_2567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4381	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	22	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	74	0	25	0	169	0	0	0	0	0	0	10	0	0
OTU_260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	335	0	0	13	0	13	0	0	301	0	24	0	0	0	0	0	0	0	0	210	0	0	0	55	0	0	0	0	0	0	0	0	67
OTU_1216	0	0	0	13	0	0	0	0	0	0	0	0	0	48	0	35	137	30	85	0	64	0	0	0	0	0	0	0	0	0	0	46	0	0	0	39	0	0	132	0	25	0	37	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	16	0	0	0	0	0	0	0	0	0
OTU_1735	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3164	0	0	0	0	0	0	0	0	8	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	62	0	0	0	50	0	0	0	0	0	0	0	0	0	0	351	0	0	0	23	0	0	0	12	0	0	0	0	225	0
OTU_4066	460	0	0	0	0	0	0	0	0	0	19	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	34	153	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	63
OTU_3871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	781	0	0	0	207	0	0	0	10	0	0	0	0	40	0
OTU_3471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	553	11	0	0	0	0	22	0	37	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	27	0	0	0	0	0	53	0	0	0	0	0	0	163	28	0	0	0	0	152	0	0	0	0	0
OTU_465	0	49	0	0	0	0	0	0	0	124	0	242	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	41	11	0	44	97	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	72	0	29	0	0	0	0	38	0	0	0	0	0	0	0	32	0	0	0	0	0
OTU_3035	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	34	0	0	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	15	316	0	0	0	86	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	24	0
OTU_3316	0	0	0	0	0	0	13	0	8	77	0	10	125	0	0	0	188	0	29	15	0	0	39	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	8	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1427	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	49	0	0	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2903	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	695	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
OTU_1846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	48	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841	0	0
OTU_617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0
OTU_598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0
OTU_3852	0	0	0	44	0	0	0	0	0	0	0	0	141	0	21	0	664	0	37	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	9	0	0	0	0	0	0
OTU_1677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0
OTU_3001	0	0	18	0	0	0	0	914	0	0	0	0	0	0	0	0	0	34	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	11	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
OTU_4097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_900	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	71	0	246	0	0	415	0	0	137	0	24	0	23	0	0	0	0	0	0	48	0	0	0	14	0	0	0	0	0	0	0	0	0
OTU_1236	0	0	0	0	0	214	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	180	0	0	0	0	56	0	10	0	0	0	0	32	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_911	758	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
OTU_3040	13	0	0	0	9	0	0	9	0	0	0	0	0	0	0	0	29	0	0	20	0	0	0	0	0	0	0	0	0	11	0	0	0	16	0	77	0	0	8	0	0	0	0	21	0	0	0	0	0	17	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0
OTU_1265	0	0	0	0	0	0	0	280	0	0	90	0	0	299	46	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0
OTU_3057	0	0	16	0	0	0	0	94	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3497	0	0	0	0	0	0	57	9	8	0	0	0	0	34	0	32	0	141	0	0	0	0	0	0	181	0	0	0	0	0	0	0	52	0	0	0	165	0	28	0	0	68	0	0	47	0	54	0	29	0	42	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	26
OTU_316	0	828	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	30	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	27	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	48	0	0
OTU_1486	0	0	0	13	0	11	0	0	0	10	0	156	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	17	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	9	0	0	0	9	16	0	0	0	0	0	0	0	0
OTU_4252	0	0	0	0	9	0	0	0	28	0	0	0	0	0	0	0	88	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	182	0	0	49	0	0	24	30	0	0	74	0	0	0	0	65	0	0	0	57	0	0	0	0	0	0	0	0	87	0
OTU_299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	275	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	12	0	0	0	186	0	0	0	0	0	0	0	0	117
OTU_3494	0	11	0	0	0	0	0	0	0	18	0	0	0	55	0	20	0	99	0	0	0	0	0	0	0	0	0	0	357	69	0	0	0	0	0	10	127	0	0	0	0	17	0	0	72	0	23	0	14	0	20	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
OTU_8	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3187	0	0	0	0	9	0	0	0	0	0	0	0	0	537	0	0	0	0	0	10	0	0	67	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	12	0	56	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_660	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
OTU_2696	0	0	0	0	0	0	0	0	24	0	0	0	19	0	15	0	0	14	0	0	0	0	0	0	0	0	0	0	22	0	0	12	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	15	0	0	25	17	0	0	52	0	0	0	0	0	0	0	0	0	0	0
OTU_4279	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	25	0	0	0	180	0	22	0	22	0	0	34	0	0	0	0	0	11	223	0	0	0	0	0	0	0	0	26	0	0	0	70	0	41	0	0	0	0	18
OTU_3478	0	31	0	59	0	0	12	0	0	11	0	19	41	42	0	0	0	0	20	0	0	0	0	0	65	0	0	0	32	40	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	33	0	0
OTU_2074	0	0	82	0	15	0	10	80	0	0	154	0	42	0	13	0	83	0	30	92	42	14	15	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	62	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	10	0	33	0	0	0	0
OTU_4268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	23	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	22	0	36	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	10	0	0	0	54	0	0	0	0	0
OTU_61	0	23	0	0	0	0	15	0	10	76	0	238	0	16	0	56	0	34	0	0	0	0	0	0	84	0	10	0	0	124	0	0	39	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	30	0	15	0	0	19	0	10	0	0	0	14	0	0	0	10	0	0	0	0	9
OTU_438	0	43	17	274	0	0	27	0	0	0	0	0	33	27	0	0	0	160	10	0	0	0	11	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	34	0	51	0	0	0	0	0	0	0	0	0	23	0	0	0	0	24	0	0	0	0	0	0	0	113	0	0	0	19
