otu_id	S1	S10	S103	S104	S11	S111	S112	S119	S12	S120	S127	S128	S136	S143	S144	S151	S152	S159	S160	S167	S168	S17	S175	S176	S18	S183	S184	S191	S192	S2	S20	S25	S26	S27	S28	S3	S33	S34	S35	S36	S4	S41	S42	S44	S49	S50	S51	S52	S57	S58	S59	S60	S65	S66	S67	S68	S73	S74	S75	S76	S81	S82	S83	S84	S89	S9	S90	S91	S92
OTU_424	0	0	597	0	0	265	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	39	0	0	0	0	0	0	0	351	306	0	1402	0
OTU_2739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
OTU_3284	0	0	0	26	0	0	220	0	57	0	14	14	0	58	40	26	0	22	15	40	24	0	0	0	53	0	26	0	36	17	21	0	43	0	60	9	25	0	181	23	209	55	0	15	0	0	18	10	18	0	38	0	0	52	34	0	0	0	0	9	0	14	0	30	0	0	0	30	112
OTU_4212	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2698	0	96	16	67	0	8	92	11	0	148	0	352	0	1146	0	28	0	49	9	0	0	0	0	0	48	0	0	0	46	52	0	0	0	0	0	116	19	0	40	0	0	39	0	0	190	0	667	0	61	0	137	0	0	0	0	11	0	0	0	21	0	0	0	0	0	10	31	0	0
OTU_3534	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	938	0	0	0	0	0	0	0	0
OTU_796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0
OTU_3256	15	11	0	305	0	10	46	0	0	30	11	0	592	26	0	0	27	25	136	45	11	20	97	0	39	0	0	57	22	0	0	0	0	0	0	0	0	0	0	94	17	136	28	12	0	53	0	10	112	84	41	12	0	10	204	0	54	0	54	0	33	0	18	0	63	0	0	508	0
OTU_4164	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	17	0	162	0	0	0	0	0	0	0	96	0	15	11	27	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	254	0
OTU_4070	0	0	0	70	0	0	0	0	13	39	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	11	0	0	0	0	0	0	0	0	20
OTU_1683	40	0	219	0	212	982	0	48	0	0	43	0	0	0	0	0	0	0	0	0	0	311	21	0	0	0	0	53	0	0	0	0	0	72	0	107	0	0	0	134	0	0	0	19	0	0	0	12	0	0	0	43	0	0	0	0	0	0	0	0	270	0	0	0	115	131	0	22	0
OTU_1723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
OTU_492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	64	0	0	558	0	0	549	0	216	0	0	0	0	0	0	0	0	0	12	0	175	0	0	0	0	0	0	0	0	0	19	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
OTU_140	0	0	0	0	0	0	0	0	0	0	0	0	1476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_966	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1485	0	0	0	47	0	0	11	0	8	37	0	329	0	68	0	21	0	0	0	0	0	0	0	0	13	0	132	0	118	0	0	0	137	0	0	0	0	0	0	44	65	29	0	0	9	26	12	0	0	0	95	0	0	87	0	0	36	0	0	9	0	10	0	18	0	0	78	14	408
OTU_693	0	0	143	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3262	44	26	0	290	0	0	0	0	0	75	0	88	0	0	54	0	0	0	76	202	25	72	278	0	0	0	0	475	0	0	0	46	0	0	0	0	29	0	0	58	0	36	0	0	83	0	0	0	66	112	8	138	100	0	22	0	194	0	0	0	60	0	0	0	204	0	14	0	0
OTU_113	0	0	0	0	0	20	0	0	0	0	92	0	0	0	0	16	0	0	0	791	0	0	405	0	0	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	105	0	0	0	21	0	0	0	269	0	0	0	0
OTU_1839	0	0	0	267	0	0	350	0	9	26	0	28	0	0	0	0	0	26	0	51	49	0	51	66	67	0	24	0	0	14	0	0	0	0	15	0	0	0	0	36	0	50	0	111	0	0	0	0	233	0	85	0	0	0	588	0	0	0	0	0	45	0	24	20	42	0	16	120	209
OTU_4218	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1077	0	20	0	101	14	0	47	31	18	124	15	298	24	45	10	28	200	66	43	0	0	0	28	64	205	0	18	80	83	8	13	0	77	0	17	17	31	0	45	99	19	143	0	58	28	0	26	17	98	0	94	13	0	14	8	26	0	12	60	32	32	0	8	52	9	0	12	28	87
OTU_622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1401	0	0	0	0	0	1044	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1682	0	0	109	575	0	0	18	122	8	0	37	0	257	92	14	15	55	50	91	69	0	36	22	0	0	0	0	107	0	0	0	0	0	13	0	0	17	8	10	185	0	18	0	0	100	38	24	26	51	49	0	0	0	0	0	0	0	0	164	0	154	0	26	0	14	0	0	121	0
OTU_3375	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	33	0	791	0	0	0	0	0	0	0	25	504	0	292	0	0	0	0	546	0	346	0	0	0	0	0	0	0	0	10	0	0	0	91	16	0	18	0	0
OTU_3264	0	0	14	302	39	0	98	49	0	21	25	13	0	114	0	0	0	31	40	111	0	54	131	12	0	0	0	331	0	0	24	17	0	0	0	0	0	0	0	70	0	0	29	43	37	0	0	39	17	0	0	148	186	0	0	0	277	0	0	0	121	0	0	0	278	0	0	0	0
OTU_409	0	20	0	0	0	0	0	0	78	0	0	9	15	134	16	0	27	0	0	102	60	12	0	28	21	0	19	0	16	8	0	17	0	0	9	0	0	0	0	0	31	326	0	0	91	0	230	0	0	0	0	0	12	14	0	0	0	17	8	0	0	107	0	28	0	0	0	0	12
OTU_314	0	0	0	0	0	0	0	0	0	0	0	0	38	0	408	0	0	0	65	0	0	0	1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	108	0	0	0	0	477	0	0	0	0	0	0	0	80	0	0	0	0	39	0
OTU_4148	0	304	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	259	0	0	0	0	0	0	489	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	23	112	0	0	0	0	19	0	97	0	133	0	0	0	0	39	0	0	0	16	0	0	0	88	0	0	0	0	0
OTU_3552	64	0	26	0	32	106	0	27	0	0	21	0	12	0	34	0	266	15	32	18	0	91	42	0	0	0	0	30	0	0	0	539	0	0	0	402	0	0	9	34	0	0	0	9	0	0	0	149	0	0	0	0	74	0	10	0	75	0	117	0	107	0	0	0	130	48	0	54	0
OTU_953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	97	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	182	0
OTU_1661	18	0	87	17	0	0	0	193	0	39	300	123	0	47	0	0	0	178	0	0	0	53	0	0	0	0	0	0	0	0	0	56	0	95	0	0	0	0	0	0	0	0	0	0	32	0	0	0	12	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	90	9	0	0	0
OTU_2235	0	8	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	50	0	0	21	18	0	0	10	49	23	0	0	24	306	0	0	69	0	0	0	0	0	0	0	0	0	0	36	0	81	8	0
OTU_3845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1136	0	0	0	0	0	0	0	0	78	0	386	0	0	0	12	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244
OTU_2499	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	73	0	0	0	0	509	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2915	0	0	0	0	0	0	0	0	0	18	0	66	0	25	0	2056	0	0	0	0	0	0	0	0	22	0	54	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	197	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0
OTU_1321	19	66	0	17	0	0	34	0	15	90	0	318	0	79	0	46	0	102	0	0	0	0	0	0	83	0	20	0	11	198	0	0	176	0	0	0	12	0	0	0	28	247	0	12	0	0	11	0	25	0	84	0	0	209	0	21	0	0	0	13	0	0	0	75	0	0	9	0	40
OTU_2900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4160	0	359	0	0	0	0	0	0	12	76	0	195	0	0	0	0	0	382	0	0	96	0	0	0	110	0	0	0	147	0	10	0	196	0	22	0	0	0	0	0	33	406	0	0	0	0	0	0	43	0	53	0	0	143	0	0	0	9	0	12	0	0	0	104	0	0	64	0	0
OTU_664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3050	0	0	0	0	0	0	0	0	55	0	0	0	0	0	10	0	0	0	0	0	60	0	0	167	0	0	265	0	47	0	0	0	0	0	14	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	8	0	0	0	46	0	0	0	0	242	0	0
OTU_3094	0	0	129	401	0	0	53	115	0	0	20	0	1089	0	0	28	0	0	0	0	0	0	170	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	16	0	0	0	0	49	0	0	13	0	36	0	0	0	42	0	15	0	72	0	0	0	0
OTU_2440	18	0	162	16	42	0	0	213	0	0	51	0	77	45	21	11	334	57	41	40	14	24	16	12	0	0	0	0	0	11	0	82	0	9	0	43	63	15	70	18	112	19	16	11	20	0	0	18	12	87	0	14	8	0	104	13	38	0	41	9	9	17	16	0	93	0	0	17	0
OTU_1577	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4270	39	0	0	101	0	0	0	0	0	0	0	0	0	22	0	0	99	0	0	0	0	0	281	0	35	0	0	16	0	0	0	96	0	8	0	0	0	117	0	144	0	0	0	97	0	10	0	0	42	815	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0
OTU_2824	101	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	115	0	0	0	0	0	0	0	0	0	684	0	0	0	18	0	0	0	0	0	43	0	0	0	0	0	0	0	36	0	0	34	0	0	0	93	0	0	0	75	0	0	0	161	23	0	0	0
OTU_893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	24	0
OTU_3760	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1390	0	663	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1734	0	0	29	259	0	0	34	14	0	0	25	0	37	13	50	0	110	14	57	31	12	0	180	0	10	13	0	570	62	0	22	0	0	0	0	0	0	0	0	43	0	14	0	30	12	0	0	22	21	10	20	35	59	0	0	0	100	0	11	0	43	0	8	0	114	0	13	41	0
OTU_4372	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766	0	0	0	0	68	0	0	0	107	0	0	0	0	0	0	0	271	0	0	0	0
OTU_1360	0	0	0	85	20	0	76	21	0	0	22	0	14	36	0	0	43	14	56	40	0	10	90	0	0	0	0	782	0	0	49	0	0	0	0	15	0	0	0	33	0	0	0	34	20	0	0	31	10	0	0	299	25	0	0	0	39	0	41	0	78	0	13	0	80	0	0	0	25
OTU_3374	0	30	0	0	0	0	0	0	0	630	0	0	0	1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	230	0	0	0	65	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1488	0	0	56	139	0	0	24	104	0	0	40	0	45	0	0	0	0	0	187	93	0	0	720	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	69	0	0	0	0	12	0	0	0	0	0	0	0	256	0	15	0	44	0	0	0	212	0	0	0	0
OTU_2755	0	0	0	0	0	0	0	0	22	0	0	0	0	39	0	802	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	15	0	0	35	0	13	0	0	167	18	0	0	704	0	11	0	41	0	96	0	0	78	0	0
OTU_1500	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	14	0
OTU_1193	0	0	19	102	0	0	30	27	0	0	33	13	537	19	9	0	71	0	386	35	10	0	140	11	0	0	0	168	30	0	0	0	0	13	0	0	0	0	0	24	0	0	0	15	0	13	0	0	8	95	0	0	0	0	58	0	89	0	43	0	44	0	0	0	42	0	0	33	0
OTU_3919	0	0	0	0	0	11	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2621	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	107	0	0	0	0	0
OTU_4236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	1410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2445	124	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1802	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	18	0	0	0	0	0	0	0	32	0	0	0	0
OTU_3752	0	0	0	0	0	0	0	0	0	0	0	0	1626	0	0	0	319	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1866	756	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	38	0	0	0	0	0	0	0	0	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	302	0	0	0
OTU_301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	188	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	10	0	0	20	0	0	0	0	0	0	0	0	195	0	0	0	583	0	0	0	0	0	0	0	0	0	0	0	0	872	0	0
OTU_3056	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	634	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1493	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	1472	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3553	57	0	61	0	0	169	0	27	0	0	0	0	0	0	11	0	171	0	68	30	0	135	0	0	0	0	0	0	0	0	0	291	0	10	0	66	0	0	0	107	0	0	0	0	13	0	0	16	11	41	0	9	61	0	0	0	0	0	26	0	171	0	0	0	241	146	0	0	0
OTU_915	0	0	0	0	71	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	301	0	0	0	0	0	0	739	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170
OTU_2997	0	12	0	45	0	0	0	0	0	0	0	13	38	0	0	29	0	0	0	12	85	14	0	0	26	0	0	19	42	14	37	12	82	0	0	0	0	28	0	28	0	21	41	22	0	0	0	0	17	12	51	0	0	0	0	14	0	0	0	0	26	58	0	28	0	0	56	0	49
OTU_1203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	28	0	22	0	0	9	0	0	103	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	129	0	0	0	68	0	0	0	17	83	0	0	8	15	0	0	21	0	0	0	0	122	0	0
OTU_4027	51	0	76	0	0	120	0	40	0	0	0	0	12	0	12	0	260	32	0	0	0	22	0	0	0	0	0	0	0	0	0	63	0	0	0	116	0	0	0	34	0	0	0	74	0	0	0	24	0	0	0	0	8	0	10	0	0	0	9	0	21	0	9	0	0	68	0	252	0
OTU_1712	0	0	28	37	20	0	89	98	0	13	35	0	0	169	0	157	36	45	52	28	0	312	0	0	9	0	0	30	0	9	0	130	0	0	0	146	14	0	11	95	0	20	0	0	79	0	0	0	33	0	0	24	0	0	0	0	0	0	0	0	0	0	0	16	0	26	0	0	53
OTU_3213	0	0	82	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	415	0	0	0	184	0	0	0	111	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	251	0
OTU_19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1083	0	0	0	0	0	0	0	749	0	0
OTU_3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	50	0	0	0	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309	0	0	0	0	411	0
OTU_1705	0	0	0	0	0	0	0	0	0	0	0	0	623	0	44	0	21	0	76	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	35	0	0	0	0	73	0	0	0	385	0	0	0	14	0	0	0	0	49	0
OTU_1744	0	0	0	0	0	0	0	0	0	34	0	0	0	15	0	0	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	42	28	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	34	0	0	197	0	0	0	0	0	0	0	293	0	0	19	0	806
OTU_4023	0	20	0	24	0	0	130	0	80	21	11	34	26	37	9	29	0	116	10	0	10	0	0	11	119	0	9	0	16	8	29	0	29	0	0	13	83	0	21	12	0	102	0	10	30	0	21	0	15	0	49	0	0	25	0	75	0	0	0	0	0	21	0	37	0	0	20	0	54
OTU_3192	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	388	0	0	0	0	0	0	0	0	0	57	19	0	0	0	0	9	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	23	13	0	0	0
OTU_2639	0	0	0	0	0	0	34	0	0	34	0	64	0	15	0	197	0	465	0	0	0	0	0	9	41	0	30	0	325	0	0	0	63	0	0	0	0	0	0	0	11	94	0	0	0	0	0	0	72	0	178	0	0	18	0	0	0	52	0	0	0	18	0	15	0	0	9	0	23
OTU_3188	12	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	28	0	0	55	0	0	0	0	0	0	0	0	25	0	0	0	0	0	19	0	25	0	0	33	34	0	23	0	0	0	43	0	0	19	0	14	0	0	0	0	0	0	0	9	0	15	0	0	0	0
OTU_2496	34	0	0	0	11	0	0	18	0	0	46	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	111	0	135	0	0	0	67	0	77	0	0	15	55	0	0	0	47	0	57	0	21	0	0	48	0	165	0	0	0	8	0	84	0	0	8	0	0	0
OTU_296	0	0	0	0	0	0	0	0	0	53	0	27	0	0	0	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
OTU_2632	19	27	0	26	0	0	36	0	176	48	0	100	0	214	0	11	0	65	0	0	0	0	0	0	335	0	0	0	9	178	0	0	133	0	15	0	53	0	14	0	29	25	0	0	0	0	61	0	100	0	37	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0
OTU_3562	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	68	0	10	0	0	68	0	0	36	0	0	0	0	0	1037	0	0	0	0	0	0	0	0	64	0	0	25	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	32	0	0	0	18	0	0	0	0	0	119
OTU_3165	14	62	0	0	0	0	94	0	0	89	0	93	42	245	0	51	0	138	0	0	0	0	0	0	54	0	0	0	182	106	0	0	105	0	0	0	0	0	0	0	0	39	0	0	65	0	0	0	51	0	120	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	67	0	0
OTU_2818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	8	0
OTU_3486	15	0	0	61	0	0	18	13	0	13	17	10	30	12	15	0	73	17	13	14	0	16	17	0	0	0	0	66	10	0	0	64	0	14	0	13	40	0	0	42	0	26	11	13	16	0	0	0	0	12	0	0	11	0	0	18	38	0	9	0	48	0	10	0	67	0	0	0	0
OTU_2609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_601	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1411	0	0	0	0	0	0	0	0	0	0	0	171	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3038	12	12	0	63	0	8	0	0	0	0	17	0	0	0	0	0	0	35	31	11	10	19	0	9	0	0	0	25	0	0	0	13	0	0	0	0	0	0	0	14	0	22	0	18	0	0	0	0	0	27	0	0	34	0	0	0	22	0	0	0	0	0	0	0	127	0	0	48	0
OTU_303	0	71	0	62	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1323	17	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	20	0	0	0	0	82	0	0	10	0	0	0	378	0	56	12	0	50	0	0	192	0	161	0	0	0	0	0	0	0	0	422	0	0	0	37	0	16	0	10	0	0	0	0	69
