	S1	S10	S100	S101	S102	S106	S107	S108	S109	S11	S110	S112	S113	S114	S115	S116	S117	S121	S122	S123	S124	S126	S127	S129	S130	S131	S132	S134	S136	S138	S140	S141	S142	S144	S145	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S160	S161	S162	S164	S165	S166	S167	S168	S169	S17	S170	S171	S172	S173	S175	S177	S179	S181	S182	S185	S186	S187	S188	S189	S190	S192	S2	S20	S25	S34	S36	S41	S42	S43	S44	S50	S52	S57	S59	S60	S65	S66	S67	S68	S73	S81	S82	S84	S89	S9	S91	S92	S103	S104	S105	S111	S118	S119	S12	S120	S125	S128	S133	S137	S139	S143	S146	S159	S163	S174	S176	S18	S180	S183	S184	S191	S26	S27	S28	S3	S33	S35	S4	S49	S51	S58	S74	S75	S76	S83	S90	S97	S99	S178	S98	S19	S135
S140	1.8337242776220555	2.1458370037662995	1.4972668715110744	1.8218781649503832	1.4458045426642583	0.37180396517622016	1.5558985405555725	0.998865239731277	2.032673728597251	2.6106337645493314	1.4066361590851313	3.2994791780021537	1.9375312029049656	0.4878497660746844	1.4381715984867631	1.469322452273484	0.864294401656767	2.18794736012499	0.41763250839985583	0.8445410798352003	0.8902177844440705	1.1391439518964432	2.3025288748723325	0.9977059666282487	1.1731271622193777	1.1259394332547683	0.6701309413525507	0.6708031179724594	3.1657057231767247	1.7483669099661163	0.0	0.580272102215981	0.4406264007667605	2.348834570097674	0.5989345487228637	1.089520303282918	1.0984719061052517	0.6944133688707044	0.6667216708755384	3.0399769971934365	3.3517910209370227	1.4516281585459927	1.2726849432401552	0.5657013484976392	1.5355438641575534	0.28792437008244787	0.49830192094322084	3.1189175750994536	0.7848247297674305	0.865274796142361	1.7224983488419925	1.636420521174409	0.47050255391869195	3.0392549135087545	3.344276969542439	1.413880937642572	3.2960543098253248	0.6709090841499168	1.5896346571701603	1.2448722386966318	1.4987050516273595	3.4220757901310783	0.8404491016944796	1.251564777706601	1.917138222511575	1.1719154104737688	1.660982023875176	0.8763540256022347	1.0763716455213004	2.2239527799266914	2.2142438424326487	0.24923945388563556	2.15755451039444	2.2977282491690203	2.658994963283806	2.5063905029057465	2.864876682122626	2.8541337609390003	2.486636883562906	2.3468638032617313	1.9875039944238875	2.019294388607974	2.2145218995470035	2.516908430275283	2.6505878172443706	2.5638375564968245	3.23854857178399	2.916748284138214	2.490166931299297	4.334982920761902	1.6507266726724528	3.9940176754999914	2.366743161102106	2.6870730846708817	2.659753430317811	4.029086652150607	1.7285659882602729	3.9515801787797074	2.10379858227077	1.8169106042503957	3.635488291493209	1.688358303309124	2.428598286714935	0.8181749516297371	3.300685842293275	2.437554358029743	2.435348295440198	1.0474053239330283	2.8702292423802986	1.6167615558322768	0.6820814746285	0.9573726668254041	2.901472993463437	2.0645800143506134	2.777664171520944	0.9078974537730293	0.6547905583302966	2.7347655723226616	2.7167286852243193	0.9290815160899213	0.9207765626446205	2.424429980915978	3.604007437377317	2.4128479744348277	2.4155399684046963	3.077266222996786	2.566455191542673	2.9447620669190577	3.0037990604668545	1.8406401724995944	2.6514365478246256	2.3427921345715887	2.9005192148458954	2.6403004161987074	3.596479261127777	2.2082363009201607	2.3442688321678626	2.86709802911493	2.109614256090248	0.6318528627739117	1.4562806137839734	0.5775108755511501	2.646542235965193	1.6251306254462436
S141	1.6391165839774815	2.436908746985623	2.0735982873061225	1.2731601733356037	1.2729735872443628	0.6983894678572322	1.091211650678202	1.452336714898202	1.473836968028088	2.383128692905639	1.002057704980622	3.4074815986696816	1.6044505256835635	0.8805297317802875	0.9724386233972363	1.6507466124658015	0.4259124272238549	1.6901152099552983	0.5238149871953716	0.8008671715669063	1.4221356799549223	1.3104796897024267	2.265468320356293	0.7422685265126576	0.971964616281867	0.678813662616975	0.7807041039744855	0.8071588763457191	2.983048311028435	1.3267269815497371	0.580272102215981	0.0	0.6856890311747993	2.2493542690678936	0.6807243261552343	0.7535478736088613	1.1366388199954571	0.5396233348834083	0.4905128246576285	3.3643171939335303	3.0712944808235734	1.1960573679415674	0.975238135288433	1.0866732773994539	1.4084219216018647	0.39038338007115475	0.37949645637092144	2.953607717655386	0.7969665989641604	0.6476424129392846	1.5349350564135205	1.6876413079642465	0.7299096449895233	2.9104384793201854	3.3273743556269895	0.9214244657680576	3.0752323031779922	0.8152713656425112	1.2691584347758502	1.2335576585867756	1.102676487269644	3.202525856349214	0.3832237327325367	0.955490978202285	1.5184189137998274	0.9319692393852936	1.1253706459935948	0.7909094248635596	0.5850486228969262	2.0634255924121367	1.681704140221273	0.5368998024285421	2.4581466796707447	2.6535439971569814	2.517215983917443	2.222432509316547	2.690722210391602	2.775400354050675	2.893125844098204	2.0292442968693534	2.1867404480087265	2.073074051944494	1.9658991576222329	2.3286905262270925	2.997180571457538	2.9712721139647336	3.1272281667953123	2.606594523514401	2.7077953316393577	4.259306818335701	2.023134041958064	3.667335827629192	2.034093752510688	3.0478995266370585	3.0314388982753626	3.792183604374712	1.5233507732489098	3.6394798262309287	2.5920847730149386	1.9006157548763059	3.475444820241793	1.286489735281267	2.1927624913513446	0.6086436646030003	3.2549346846528464	2.6813328106192436	2.834184354194783	0.5470793798379928	3.323404837776518	2.114408729662483	0.4151427494937554	1.5351205310531586	3.1187673974081305	1.587675710840183	3.0950465526912003	1.0178961523970842	1.2267620429027744	2.927587179146448	3.167371662989778	1.3379004333126128	0.4728263787792529	2.5159476224805055	3.369546111961975	2.8497652032975105	2.2516322109153357	3.2211601513572234	2.5045392245325226	3.236730497952225	3.179868005088502	2.0514019550695597	2.9594245254673757	2.573248872452386	2.685086371581869	2.802246320868452	3.2684562645749806	2.497918947302243	2.170835048693066	2.8126640267490695	1.6048686019246687	0.47641880548728066	1.3036643541885116	0.44543294905175107	2.385612433153687	1.526205015543168
S142	1.4979339309512432	1.7911311879471177	1.5970083431332425	1.7062531256081828	1.1549880202620555	0.5056433748691794	1.5705906936435357	0.8260186193619091	1.9451919096905963	2.2217646205760735	1.1527894054481422	2.8712563795663675	1.6586638557658124	0.2720423797482737	1.3982678638396595	1.1988595093944558	0.8939703362377752	2.0331931412303197	0.3816652666047362	0.4572270053075004	1.0464691128477148	0.7152758363720046	1.896857265912031	1.0168219733393244	0.9220027855874394	0.9979185476056671	0.26558395357489395	0.40032654832670755	2.7466489699672825	1.5840534588629047	0.4406264007667605	0.6856890311747993	0.0	1.9178279294118346	0.22443196508794663	1.0229153824239197	0.6614819143870486	0.7156713169944336	0.6640771184783163	2.709384972732488	2.9670566437637076	1.3212998505746123	1.1415238412913742	0.5517429397246529	1.1496318832640124	0.5971872515353261	0.525178855077477	2.7022451828234235	0.44151509557848106	0.5786819066748011	1.462964991865338	1.321100723537941	0.3788382557782528	2.616063538742837	2.906996700518949	1.2810672164158854	2.8886089202360945	0.3208046096461427	1.3324186528930468	1.0596579578452163	1.2953387869697544	3.0165381527180615	0.7280732817194618	0.9937673585613437	1.7520823191793884	0.833872074047118	1.5330810585365633	0.5225017535403719	1.0161173787890434	2.0767783233546053	2.07408161684227	0.6612049725097731	1.8794384208174684	1.975655409257086	2.2342987967555215	2.130988518004179	2.4709321757031133	2.4252205037559915	2.2090703695069314	1.9968164674458313	1.5802742537230248	1.5822493222164935	1.8517153132988808	2.1038609381494053	2.3277155180742746	2.3012365795398377	2.8094734755830855	2.557881001497914	2.0909782801808983	3.899153450210709	1.3609263467688983	3.623864628388043	2.0265738501578183	2.372400781176686	2.3574716393918993	3.623042193939007	1.3373084713455112	3.574038146117705	1.9223665107005787	1.4114776062935523	3.20948846812534	1.4513503766817373	2.033097985618178	0.6596897246685511	2.861351336790472	2.0551978385009058	2.1500571749745707	1.1857938298140456	2.6402005054627287	1.580620109911471	0.5044129435739387	1.1164841816872795	2.5101228215078226	1.9066248301785595	2.4367951505897008	0.7959287458227277	0.7708859607794655	2.329184357024079	2.4838759636264154	0.8002622465158107	0.800883535849204	1.9931445463514388	3.2005524559086282	2.1685992532408194	1.9972187901956227	2.6603731790829968	2.129072523136396	2.587269441906272	2.595241961310359	1.4408677167102015	2.3019782153327846	1.9673057477814477	2.4924119918826557	2.240403439734575	3.237534165853288	1.8513026998583932	1.9359134542307557	2.4326615312050923	1.9802975594932517	0.8483059012727194	1.1150653808360957	0.5197404133999011	2.267658719481169	1.265445307468706
S144	1.0854388901413639	1.5992505088332893	3.085284369657333	2.0622868635157436	1.3858058416394636	2.319956478806475	2.411806909084364	2.0871598580338286	2.2676519076896002	0.6987307508175247	1.481373949956335	1.4733173349240005	1.347720773945447	2.0275004617849173	2.1813665179929513	1.686706711472616	2.1852379909262005	2.03327553773236	2.0719014371043984	1.5225208875155642	2.714601870886062	1.3761578389901878	0.6986821310112808	2.220435431398843	1.568783693292479	1.8622421936581866	1.6913593882408497	1.8092859930725949	0.8765006667394427	1.8332778230002162	2.348834570097674	2.2493542690678936	1.9178279294118346	0.0	1.7813493318224856	2.02526121357121	1.2601028207082061	2.150236703353928	2.1033325928341937	2.336800545633959	1.2898912895560024	1.932367497515518	1.8848873985400485	2.2784616617028544	0.959811499065374	2.403600776620305	2.122894183659	0.8429338550323489	1.6310090638394898	1.6192894592198082	1.4976526641947774	1.4102427975537912	2.053673291924547	0.7430439575312117	1.1225603552212018	1.8735414228069576	1.0694876300635139	1.738820849567905	1.44637685135082	1.8210633038326591	1.6435100028603988	1.306308337059807	1.9172903720209524	1.5052662206621523	1.8889273642509494	1.3639885970912342	1.956428749905645	1.5296575868973026	2.0262141396113313	2.2177411831376577	2.120549263812023	2.530636551467829	1.9589286398403252	1.9457972764362996	0.4846045730304629	0.789960787453691	0.8710238920598481	0.5954689390702145	2.303639207619922	0.9456846564516188	1.1987549555953916	0.6291270041067012	0.8313677873175459	0.4486236404647166	2.140543031292499	2.4690815681181952	1.0480047404007051	1.1510446372900527	1.3924953501622404	2.090847614173475	1.9091337285965555	1.9837437814164383	1.0271547543959003	2.179589940568033	2.285171377737631	1.7810637865234649	0.8297707227218801	1.9103784235296173	2.5732122941443634	0.9563398758389581	1.33769970301246	1.5168450793525419	0.566845869106295	1.8443953217845328	1.0177500469330765	1.558004074180739	2.2475943671611742	2.5103903989831315	2.8322168983063665	2.718340961523627	1.8496626485802206	2.808704398039183	1.6278549532167002	1.9636712759482904	2.02442578837346	2.0088798259665297	2.5222264020683953	1.39679806312691	2.711404114991988	2.1200659920393545	1.8886091733763533	0.80579916783119	1.464681602970456	2.468842013673132	0.38080655304105	1.5036230156044488	0.3922319289006024	2.0562110657234465	1.5708374394406903	1.204013220620453	1.8930641524978467	1.5746396505482783	0.7317545441814418	1.446268391995533	1.6880386777527618	1.6832764747983848	0.38081783857459	0.6042173206762418	2.113679839850352	2.464127108761081	1.1893191653387385	2.0720363147674337	0.9750940422040065	1.2622752320124093
S145	1.4278732976214132	1.8163421934685904	1.786821872535518	1.5752520308525741	1.1233699945984446	0.5591188339466376	1.5573912655695008	0.9896205717855158	1.8287171958504858	2.088095100507463	1.0013937689361951	2.7834786777965643	1.5645083855721518	0.39268756321034476	1.3679165558551498	1.2911353960206677	0.9010519780120809	1.928909423153477	0.5187127334844033	0.36408805234612174	1.2674528860453367	0.6389753620313876	1.8319538865728187	1.0776989354309752	0.8984814282536515	0.9298285856250471	0.288365135753758	0.5146406481849726	2.5902776672973467	1.5172720991533108	0.5989345487228637	0.6807243261552343	0.22443196508794663	1.7813493318224856	0.0	1.033503089164511	0.5585466289539469	0.800082563311916	0.7360096048730804	2.6859232351690236	2.8072109122049738	1.3387638940906554	1.1421704010257328	0.7018690054238131	1.0576717690116921	0.7152848820097119	0.6065315871868818	2.5697799783099877	0.45126396780219225	0.47976733648848924	1.4467512935806341	1.3556392212728243	0.566877745446479	2.4922655196815504	2.802236946827279	1.187496401874902	2.7333120621229785	0.4086198710678684	1.255439034424067	1.1377464804457789	1.213791788244188	2.8308785074641762	0.6302549378911355	0.9186638755022594	1.6973826062169348	0.6366867220034261	1.4056715698023092	0.45466093706194716	0.9651412924578531	2.120234854469705	1.9495952941834025	0.8009064831357826	1.9696406870932521	1.9951617022968529	2.0676369966248744	1.9656137279166637	2.3650569044399363	2.3143712383665482	2.263926971482371	1.8432136428913801	1.518978620335759	1.493436076455604	1.731925734790022	1.9349145551951896	2.32490875881353	2.320458642434454	2.6432035588819085	2.4112109103556665	2.0458812618844915	3.7468111056093587	1.3688698941358666	3.450703522238058	1.8755254415864737	2.407545502032719	2.3650962462855123	3.4654179282137827	1.1508942947123793	3.3941679046237714	2.0158295953807572	1.3834777195328132	3.04662132502889	1.3437825905931626	1.8684037333961379	0.6721962900477552	2.7385927017831753	2.0036208711683288	2.186124466461734	1.1870774371455346	2.7097544610115842	1.7707153943875624	0.44404841614607465	1.3144021112007316	2.4910684685404916	1.813977810745128	2.4600336883206086	0.9325738846241058	0.9466547992798907	2.2892133160057178	2.5520323838987022	0.9875885184156665	0.7255996549400753	1.9186016054307156	3.016555959286314	2.218029148622657	1.8282660863759195	2.5712668299478296	1.9846593145723264	2.558200146562043	2.519648037768907	1.4263030954876814	2.3170506525481787	1.8963412191846345	2.327579981243815	2.141495592772595	3.0844152286092785	1.81794480232987	1.8016294578019523	2.3205595638366217	1.8865658642336243	0.9498890779853394	1.0542144585115678	0.4201633810554048	2.0673276636661244	1.0561605232098823
S147	1.1235067280301756	2.358757498950508	2.363191207510354	1.0874691890868535	0.7403683746773712	1.3284891519133655	0.6062818104393971	1.5708433865085671	1.2227919389862336	1.987719946404151	0.8224152964978921	3.2948961829860917	1.0511744005269539	1.2903083148776529	0.4419858633746096	1.3311044987834406	0.3583282560813177	1.2165442414205934	0.7246200224266536	0.8463081515101011	1.6377070823207478	1.462499053061645	1.878263680617788	0.2516613654854375	0.48862839227508714	0.3659504503826859	0.9133619051321338	0.7994858658496389	2.7097684917013836	0.7167325593221926	1.089520303282918	0.7535478736088613	1.0229153824239197	2.02526121357121	1.033503089164511	0.0	1.1577177503972567	0.42469962532066763	0.42956233068025174	3.4975003777602516	2.714612279284813	0.4531206691633859	0.24755856279146793	1.5198509956803163	1.0882908177533437	0.8906718087820629	0.5918901632743779	2.598121304550727	0.7582883375214899	0.6469143773746983	0.8910056539719973	1.2531632014160357	0.8562421411726572	2.566989620439978	3.0587678951677644	0.5771838148238535	2.7520631937961983	0.8769196548890257	0.7152294379861032	0.7275577293312114	0.5758178029577711	3.036803575757758	0.6367512895346497	0.5284824081178193	0.8563110368904767	1.0151094526186288	0.9276070236393084	0.7452058595885354	0.36572450826819625	1.3293649637012719	1.3364859656191102	1.058119931238221	2.2280373147525503	2.728611957702894	2.3606978781923122	1.920990929645686	2.2357190251764147	2.4549860682131	2.9514184625368434	1.6668197655952253	2.2293714418874524	1.929108523618346	1.5259541334797715	2.1303545866683007	3.115073744150146	3.1845080944413207	3.0020742805236362	2.1881649434974557	2.6875106575625547	4.102425154861136	2.2747162635231994	3.329598750763299	1.6528440023180409	3.0453824520083908	3.1752917543378434	3.449829696196533	1.4471320594762502	3.3460630384822982	2.7799264293072374	1.6410770541506734	3.253536044058612	0.8133679659847399	1.9302082606237416	0.37886838406334167	3.0172279355739744	2.757100437514771	2.948427767803674	0.6671170580887285	3.43032115663743	2.150333859911879	0.6210899886393703	1.885751616614899	2.9738708762504245	1.0653841011689338	3.025829983100935	0.7434716684338073	1.6553268559929815	2.818064602176659	3.282466080066184	1.3590687357706908	0.4770803022666552	2.356478646010343	3.173869970804958	3.025400197197119	2.0863284510870113	3.2011354336756446	2.3611948307421033	3.306199207703389	3.172167711103585	1.97207102224265	2.905915207017625	2.718283391183947	2.423061887165719	2.8967182404439464	2.8470701085994756	2.629683135519219	1.8470704684211752	2.531366169640798	1.1269470596874502	0.662640214939336	0.8798288122342939	1.0680583099865202	2.2891880724664078	1.7582339156200948
S148	1.0412502606147762	1.4140746616409252	1.991239221124387	1.649618185238191	0.8589881313263166	1.0979600303290844	1.7100399586432717	1.012935797087437	1.9034323001041424	1.6231069234157987	0.9472143794565157	2.278741557079659	1.3000066754153812	0.7843021809996588	1.4868978912945736	1.0106050851252244	1.1913335923275299	1.8659324976073886	0.8720912326021943	0.35307091979160254	1.530667013404408	0.3556589685659838	1.2903752914602284	1.2671176037626106	0.7845132574178045	1.0533342177579463	0.4504663608148675	0.6303618791860665	2.10429562717561	1.4458817586009487	1.0984719061052517	1.1366388199954571	0.6614819143870486	1.2601028207082061	0.5585466289539469	1.1577177503972567	0.0	1.067227289221338	1.0124924713570183	2.3759677419230285	2.371250667368169	1.2885026032244162	1.1463912754825236	1.0552260501797823	0.6117908786950323	1.1949967585901973	0.9700029370696871	2.0568606095801454	0.4726242009612563	0.5821315375027104	1.175105003930785	0.9785178727024741	0.8423165393209749	1.963143201031245	2.253751128935572	1.2555619262830915	2.2591074984568547	0.5226424271845634	1.063696459314925	1.0220481147108778	1.1390983932586578	2.4106940027120682	0.929542574104091	0.81308543282416	1.5903684743537363	0.5722861109725478	1.4786963843316814	0.4227893853803532	1.1661398980085746	1.9291479753118896	1.933654866809357	1.2987732714108473	1.6250013804034895	1.688213285797527	1.5988563515404344	1.5671013711578725	1.860586496895317	1.7689556564309707	1.9928144650216995	1.4812940310886502	1.0992127229050954	0.9479882990103322	1.3113797863336316	1.4811467749593734	2.0243147419341225	2.1279031288643657	2.17725939781711	2.006835021380482	1.601556269006758	3.2588250021274767	1.2336995508661095	3.049527251482754	1.5280718940450613	2.0660468854685266	2.097395349958256	2.9928864784559557	0.798137957508049	2.992976764981018	1.9139872382585885	0.8560204816824512	2.564985704051752	1.2046307214598189	1.435650129510851	0.8186133437022698	2.2030766622745603	1.6237726565888158	1.9311889545605836	1.5416651688790801	2.494342200561074	1.7849682060085976	0.7527771678792251	1.6157812830361507	2.0085595731619907	1.743601778206583	2.062912069662592	0.98103846801199	1.3003800660813667	1.8022330867237581	2.3416956291347693	1.0303510510868454	0.9489274859406124	1.383322421668086	2.5928927192351936	2.0329454641656146	1.3701820674842362	2.111494005635603	1.4786538336277344	2.1940451020017147	2.0713742018417465	0.9650933374637874	1.9174520070740864	1.5632432582817988	1.8691449916841394	1.754066586122372	2.6771318858766215	1.501350634634705	1.3085916541634381	1.7734715446828027	1.8590417336124712	1.3360749306363042	0.7064575946134896	0.9373831249218928	1.7238691085286142	0.9013630214506712
S149	1.3635524228757152	2.2199451858001558	1.96413975933849	1.3973778686847378	0.941323082494399	0.9864479566782276	0.9422983863109428	1.2524406388282017	1.5632177942925853	2.238071829508521	1.044365415905822	3.297544653507652	1.3974692851481396	0.957927010290438	0.8215080236574349	1.238304973065194	0.35624660591867413	1.6219715654036022	0.3507413680950129	0.7337969074010101	1.237047834717414	1.2969904419321623	2.0041205800263944	0.31371494524575483	0.6546929039175878	0.6203828979995469	0.6900098148714141	0.5430282239769074	2.911144134073225	1.132307732800274	0.6944133688707044	0.5396233348834083	0.7156713169944336	2.150236703353928	0.800082563311916	0.42469962532066763	1.067227289221338	0.0	0.07306153784591998	3.319575130231531	2.9934939187609504	0.7791197728865373	0.6121688341980258	1.1445238895302474	1.2111660648099294	0.5093842731443708	0.23238917079598687	2.8111959369534283	0.6026097765600041	0.611978007715992	1.1530287309630964	1.2861252813150708	0.49130838320792486	2.7550889913352945	3.1694534311860876	0.9073809438766406	2.9893523842622876	0.6349972042292324	1.0432619730706614	0.7430456606597589	0.939921601195666	3.230711104193167	0.6136615334964975	0.7614273256117325	1.274598314050629	1.0462861240565218	1.2310669401536887	0.6672205877630408	0.5779348276717683	1.5850817024879436	1.7109033748261557	0.6639689674958876	2.098435836213178	2.5312416752370592	2.4987535419743687	2.172905552341239	2.475368434507411	2.605189248559451	2.72940296481638	1.9520756666607908	2.117274450786863	1.9364862500819462	1.7922534447229106	2.301273636058266	2.922021535071941	2.9361978713516965	3.1263493635467334	2.495517688939991	2.5923298427572194	4.228619336099783	2.0224422188966935	3.631816022959798	1.9525836286589477	2.8656603317309974	2.9627042821620138	3.7078311627451295	1.5603266723642182	3.628232193295556	2.4793501080070217	1.6425062251030584	3.4349259707939765	1.1660170145319748	2.14288668631259	0.31375355876149486	3.1361737863325763	2.6266032491744102	2.7213826342217144	0.6851513383988113	3.176238895602115	1.8277193259644289	0.48394973204290437	1.4723688178373746	2.9119606574964356	1.4777619987729893	2.8860625912489635	0.5373812539150455	1.2519468714689195	2.760599291308391	3.02678857085008	1.0458869667243755	0.5437673896658146	2.3602948669856576	3.3860519141251433	2.764292372868972	2.232310845363565	3.1589963632946825	2.450808228142939	3.1589460405435443	3.1081119203474747	1.8690241500496363	2.766831703418747	2.5782367105358226	2.6346343655327367	2.8104848361679866	3.1706277615986673	2.45754699310603	2.0402757301228482	2.658301121662072	1.5332700976580866	0.3444343239708734	1.0381733120496492	0.8449276146678987	2.4701267003780876	1.7298188226087223
S150	1.3413515890131655	2.1954445333285815	1.9683639314843144	1.3623877248882754	0.9246626371961317	0.9403634368252662	0.9568686043816105	1.2404136908704246	1.5383487704570806	2.201269005934218	0.9906884978701116	3.254494960511318	1.3751297508744245	0.9127324033810004	0.8229861087065801	1.2423766126627014	0.3359465190601475	1.6052256135628036	0.314338613531615	0.6735063072456928	1.2519672263603918	1.2432963305842446	1.9776971553401674	0.3593625080534027	0.6310063048404283	0.5817329457792533	0.6372108127494371	0.5120026159350332	2.8649942077424133	1.1225901442074977	0.6667216708755384	0.4905128246576285	0.6640771184783163	2.1033325928341937	0.7360096048730804	0.42956233068025174	1.0124924713570183	0.07306153784591998	0.0	3.278648227562622	2.9526866247752515	0.7991694979041772	0.6176414204967687	1.1131743097856035	1.171934353497475	0.49095671110389383	0.18130191447460842	2.7728968944750814	0.5544513934246207	0.5461462617475751	1.1524362168430056	1.2829959584361097	0.473762885697648	2.717253831073333	3.1309541042517757	0.8755197790584467	2.9464470478633173	0.5929775375278704	1.019863923202135	0.7627599265285476	0.9145292638140708	3.1759676234798015	0.5476157245325343	0.7242943162012313	1.2734835945421397	0.9779554936784732	1.1938316413846504	0.6100885723194739	0.545155073234599	1.619860407225552	1.685952498799499	0.6529386644368874	2.0986712394814386	2.4995310588561446	2.4450398711918195	2.126832347262906	2.447022881831354	2.567900197639685	2.706702325888695	1.9107903064163976	2.07123790432246	1.893138613801395	1.758978669593052	2.2490872059324762	2.8851115088481394	2.9004414195867363	3.071564058113839	2.4600194482540676	2.5523326755708697	4.177422503853244	1.9804152955375662	3.5898413284879185	1.91305684080964	2.8416239758555806	2.9270149649668418	3.6665639663676037	1.4998381475211036	3.582484379223553	2.4594545240723846	1.6147011491596743	3.385484236592201	1.135604432367462	2.094320967397634	0.2669393559480255	3.093059961207826	2.5817332997771665	2.692131899299971	0.6807513084769866	3.15634720458853	1.8421018713904465	0.4110415941938996	1.472212720545425	2.883222488804143	1.4639143932166012	2.862590521379427	0.561827315827558	1.2340364046200205	2.725758683898664	3.0057816252725247	1.047636343681969	0.48555275792492764	2.32083589138922	3.3331846452646783	2.735768090785444	2.1784758812058085	3.1117089508926647	2.3994667205731255	3.119095246647856	3.0626598347330076	1.8353865439896029	2.7405426089438243	2.527678928833867	2.586671602337859	2.757207568952972	3.1360965556471974	2.4135850955991645	1.9985365651299314	2.618754215721788	1.5201526158624104	0.3696216446188714	1.0086293339433192	0.7799131575506965	2.410682364070353	1.659226788823401
S151	3.003107451868667	1.3777143396670548	2.653012000988723	3.9381854359286694	3.032659700951054	2.9067899574379634	4.075758150426026	2.288843369531797	4.202224855855086	3.0167673926063645	3.238276671715061	1.4647562881387852	3.4064271499122065	2.561741184933886	3.8550043828684895	2.549744557902893	3.5235572770410166	4.111525293521669	3.030831868454219	2.6985244719294603	2.903920477910209	2.0856299580220017	2.434004216200365	3.5556987417061463	3.0868404519176185	3.4292338539044924	2.654796444161806	2.7805296563285453	2.868609610611785	3.738576669569317	3.0399769971934365	3.3643171939335303	2.709384972732488	2.336800545633959	2.6859232351690236	3.4975003777602516	2.3759677419230285	3.319575130231531	3.278648227562622	0.0	3.4787532484778314	3.534484271279315	3.4584442938101527	2.5466111627438193	2.6700793391694324	3.2829777783815177	3.198995686809264	2.8862000918088313	2.7562325239887464	2.9477746753895193	3.2349634541548085	2.655923066243314	2.893733803889847	2.7024025210442315	2.2521890910962177	3.6141647964659223	3.144862672131907	2.6858686151446625	3.3059919976890457	3.080830235580694	3.4576270198824672	3.0801236240227827	3.2536400929726073	3.150615234203554	3.837403589783501	2.8172034832347665	3.787202591945271	2.779861417640139	3.5372474584334634	3.844395981170882	4.177079600184273	3.286636765696012	2.05663889561143	0.8888476593826221	2.4595953135746047	3.097222504003051	3.009448910257544	2.4410933978250924	1.0222143379593793	3.2347035451215937	1.3225954270061786	1.871274232751151	3.0597175851726583	2.649821584096551	0.4463673477458119	0.712565642371382	2.4592959897641626	3.4785495616610254	1.0034392258601885	2.8726549198450213	1.4018003898993905	4.065112647023181	3.3155575761735627	0.9311657834500056	0.4873819966971986	3.6393677158267526	2.642259138079637	3.9224661875541056	1.444511327877023	2.1239387636044915	2.9264586994206274	3.461125897525169	2.8631008959236754	3.146605939031829	2.294542879511994	0.8109293015274573	0.8367720941680022	3.8589879814459564	1.1200025783368497	2.5042575381872867	3.0695694042216286	2.765559232823466	1.25593428266589	4.004024451054017	1.0538362280899463	3.0260619387374232	2.6592438865378725	1.190815099155988	1.0845037020794694	2.549290215801072	3.3089155953901344	1.6419010305681445	3.259734407367535	0.9609284787851422	2.522622979672652	1.124749577517422	2.1204319200949073	0.3394182776268823	0.9563935874377274	1.6142125652818353	1.0008362341247181	0.9156141512010685	2.9044425732520986	1.0346445437109248	3.9227606458748507	0.8775329654520572	2.693369526363323	2.2920149911071883	4.141691752127188	3.530955776635686	2.858406121776578	3.021587201521389	2.9503469187702143	2.4007411650843076
