otu_id	reference_ID	phylum	class	order	family	genus	species	score	cutoff	abundance	primary_lifestyle	secondary_lifestyle	plant_endophytic_capability	plant_pathogenic_capacity	decay_substrate	decay_type	aquatic_habitat	animal_biotrophic	specific_host	growth_form	fruitbody_type	hymenium_type	ectomycorrhiza_exploration_type	ectomycorrhiza_lineage	primary_photobiont	secondary_photobiont
OTU_2740	MN810118	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota_pseudo_species_2740	0.95161	0.951	5159	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_3668	MG925397	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Ruhlandiella	Ruhlandiella_pseudo_species_3668	0.96396	0.893	5149	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	gasteroid-hypogeous	closed	short-distance_coarse	/terfezia-peziza_depressa	""	
OTU_3775	UDB06810997	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_pseudo_species_3775	0.995	0.949	5139	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	short-distance_delicate	/sebacina	""	
OTU_3731	MW710130	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_podzolica	0.99448	0.938	5046	soil_saprotroph	""	""	""	soil	""	partly_aquatic	""	""	yeast	none	none	""	""	""	
OTU_3266	OTU_3269	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_pseudo_species_3266	0.98561	0.944	5008	wood_saprotroph	plant_pathogen	""	wood_pathogen	wood	white_rot	partly_aquatic	""	""	filamentous_mycelium	corticioid	smooth	""	""	""	
OTU_2290	UDB02735515	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidiaceae_pseudo_genus_0580	Geminibasidiaceae_pseudo_species_2290	1	0.922	4970	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_2756	KP791768	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Lithophila	Lithophila_pseudo_species_2756	0.98148	0.825	4937	unspecified_saprotroph	rock-inhabiting	""	""	soil	""	non-aquatic	""	""	""	""	""	""	""	""	
OTU_1491	OTU_1483	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_pseudo_species_1491	0.96552	0.964	4902	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2450	MW354968	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_pseudo_species_2450	0.98113	0.949	4856	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	short-distance_delicate	/hebeloma-alnicola	""	
OTU_419	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0419	0.96296	0.7	4851	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_3777	JQ665514	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_pseudo_species_3777	0.95205	0.949	4836	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	short-distance_delicate	/sebacina	""	
OTU_4222	UDB05840936	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_species_4222	0.98174	0.949	4832	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	medium-distance_smooth	/tomentella-thelephora	""	
OTU_1296	MH366735	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_pseudo_species_1296	0.9803	0.949	4821	soil_saprotroph	""	""	""	soil	""	partly_aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_207	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0207	0.92453	0.724	4754	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_663	OTU_706	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeriaceae_pseudo_genus_0174	Botryosphaeriaceae_pseudo_species_0663	0.9759	0.936	4751	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1346	OR400444	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_petersonii	0.99083	0.983	4745	plant_pathogen	litter_saprotroph	no_endophytic_capacity	leaf/fruit/seed_pathogen	wood,leaf/fruit/seed,roots,algal_material	""	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_780	PP073311	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_pseudo_family_0103	Botryosphaeriales_pseudo_genus_0249	Botryosphaeriales_pseudo_species_0780	0.89474	0.867	4696	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_371	KT337442	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Arthrocladium	Arthrocladium_tropicale	1	0.988	4682	soil_saprotroph	animal_parasite	no_endophytic_capacity	""	soil,animal_material	""	non-aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_3385	UDB04551267	Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	Phleogenaceae_pseudo_genus_0961	Phleogenaceae_pseudo_species_3385	0.96667	0.922	4666	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_192	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0192	0.92157	0.724	4585	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_434	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0434	0.96296	0.7	4576	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_3531	MK508813	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Pyrenochaetopsis	Pyrenochaetopsis_indica	1	0.992	4563	foliar_endophyte	litter_saprotroph	foliar_endophyte	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_897	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0897	0.96154	0.949	4561	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_2619	LC522065	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_pseudo_species_2619	0.96	0.944	4505	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	medium-distance_smooth	/russula-lactarius	""	
OTU_3671	MG925397	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Ruhlandiella	Ruhlandiella_pseudo_species_3671	0.9382	0.893	4406	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	gasteroid-hypogeous	closed	short-distance_coarse	/terfezia-peziza_depressa	""	
OTU_4296	KP641654	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Tubariomyces	Tubariomyces_australiensis	0.99296	0.988	4357	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	short-distance_delicate	/inocybe	""	
OTU_3688	MW683778	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_pseudo_species_3688	0.95633	0.944	4347	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	contact	/russula-lactarius	""	
OTU_3472	GU269795	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora_rhamnellae	1	0.99	4308	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_3279	DQ336713	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_pseudo_species_3279	0.98	0.967	4280	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	soft_rot	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_3212	UDB0763316	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_pseudo_species_3212	0.90845	0.7	4269	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	soil	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1238	JN228224	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina_pseudo_species_1238	0.89286	0.88	4244	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	clavarioid	smooth	contact	/clavulina	""	
OTU_4036	OP595813	Ascomycota	Dothideomycetes	Mycosphaerellales	Extremaceae	Staninwardia	Staninwardia_suttonii	0.99291	0.99	4206	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_1747	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1747	0.94444	0.742	4141	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_2457	MW354968	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma_pseudo_species_2457	0.98462	0.949	4140	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	short-distance_delicate	/hebeloma-alnicola	""	
OTU_402	EF669713	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_clavatoflavus	0.98842	0.988	4119	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1234	UDB01598798	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavariaceae_pseudo_genus_0360	Clavariaceae_pseudo_species_1234	0.93269	0.922	4104	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1764	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1764	0.96226	0.742	4049	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_863	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0863	0.96296	0.949	4048	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_1598	MT140328	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeriaceae_pseudo_genus_0491	Didymosphaeriaceae_pseudo_species_1598	0.95833	0.935	4043	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1663	MW805865	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Erythricium	Erythricium_vernum	0.98182	0.966	4038	wood_saprotroph	""	""	""	wood	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	""	""	""	
OTU_139	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0139	0.9375	0.724	4030	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_3774	KP013034	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_pseudo_species_3774	0.96386	0.949	3957	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	short-distance_delicate	/sebacina	""	
OTU_4065	KP942916	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_flavus	0.99324	0.985	3907	unspecified_saprotroph	""	""	""	leaf/fruit/seed,soil,animal_material	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_415	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0415	0.96296	0.7	3857	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1791	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1791	0.9661	0.742	3823	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_882	OTU_1014	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0882	0.9697	0.949	3814	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_3725	JX136120	Basidiomycota	Agaricomycetes	Russulales	Russulales_pseudo_family_0472	Russulales_pseudo_genus_1082	Russulales_pseudo_species_3725	0.99057	0.876	3813	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1507	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_pseudo_species_1507	0.98148	0.964	3788	plant_pathogen	litter_saprotroph	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2022	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_2022	0.98148	0.742	3750	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_4067	OQ152553	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_pinophilus	0.98693	0.985	3748	unspecified_saprotroph	""	""	""	leaf/fruit/seed,soil,animal_material	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_424	MG011738	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_pseudo_species_0424	0.96296	0.7	3738	unspecified_saprotroph	foliar_endophyte	foliar_endophyte	""	leaf/fruit/seed,soil,dung,animal_material	mold	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_2739	MT458518	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota_ochraceofulva	0.98551	0.974	3696	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
OTU_3567	MN535836	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_pseudo_species_3567	0.95556	0.88	3696	plant_pathogen	litter_saprotroph	""	leaf/fruit/seed_pathogen	leaf/fruit/seed,roots,soil	""	""	""	""	filamentous_mycelium	corticioid	smooth	""	""	""	
OTU_3785	UDB0487453	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacinaceae_pseudo_genus_1099	Sebacinaceae_pseudo_species_3785	0.92308	0.922	3677	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_963	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0963	0.98077	0.949	3675	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_4212	UDB05585311	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_species_4212	0.98643	0.949	3660	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	medium-distance_smooth	/tomentella-thelephora	""	
OTU_3284	MH712223	Ascomycota	Sordariomycetes	Amphisphaeriales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis_microspora	1	0.988	3642	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	partly_aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_2698	PP073311	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia_theobromae	1	0.992	3638	plant_pathogen	foliar_endophyte	foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed	""	partly_aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_921	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0921	0.96296	0.949	3583	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_2312	UDB03118785	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_pseudo_genus_0589	Glomeraceae_pseudo_species_2312	0.9641	0.874	3566	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_4230	UDB05585790	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_pseudo_species_4230	0.9907	0.949	3552	ectomycorrhizal	""	""	""	""	""	non-aquatic	""	""	filamentous_mycelium	corticioid	smooth	medium-distance_smooth	/tomentella-thelephora	""	
OTU_3534	MT747961	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Pyrenochaetopsis	Pyrenochaetopsis_terricola	1	0.992	3545	foliar_endophyte	litter_saprotroph	foliar_endophyte	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_787	PP073311	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_pseudo_family_0104	Botryosphaeriales_pseudo_genus_0252	Botryosphaeriales_pseudo_species_0787	0.92647	0.867	3478	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_859	MN338567	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_pseudo_species_0859	0.95522	0.949	3473	soil_saprotroph	""	""	""	soil	""	non-aquatic	""	""	filamentous_mycelium	gasteroid	closed	""	""	""	
OTU_3457	OTU_3457	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Pseudoarthrographis	Pseudoarthrographis_phlogis	0.99593	0.975	3461	plant_pathogen	""	""	leaf/fruit/seed_pathogen	""	""	""	""	""	filamentous_mycelium	""	""	""	""	""	
OTU_1418	PP073308	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthaceae_pseudo_genus_0429	Diaporthaceae_pseudo_species_1418	0.91566	0.904	3426	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1841	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1841	0.89706	0.742	3423	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_1746	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1746	0.98148	0.742	3342	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_796	KY052959	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriales_pseudo_family_0107	Botryosphaeriales_pseudo_genus_0256	Botryosphaeriales_pseudo_species_0796	0.90385	0.867	3337	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_3256	KC005770	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Penidiellomyces	Penidiellomyces_pseudo_species_3256	0.97143	0.971	3293	epiphyte	litter_saprotroph	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	""	""	""	
OTU_4164	UDB05448201	Ascomycota	Dothideomycetes	Pleosporales	Testudinaceae	Testudinaceae_pseudo_genus_1280	Testudinaceae_pseudo_species_4164	1	0.935	3276	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
OTU_1706	AF549448	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1706	0.7423248	0.742	3261	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_4070	GQ414762	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_pseudo_species_4070	0.97484	0.7	3246	unspecified_saprotroph	""	""	""	leaf/fruit/seed,soil,animal_material	mold	partly_aquatic	opportunistic_human_parasite	""	filamentous_mycelium	""	""	""	""	""	
OTU_1683	UDB0647482	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Evernia	Evernia_pseudo_species_1683	0.98113	0.972	3215	lichenized	""	""	""	""	""	non-aquatic	""	""	thallus_photosynthetic	apothecium_(hymenium_on_surface)	smooth	""	""	chlorococcoid	
OTU_1723	MH107891	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala_pseudo_species_1723	0.93671	0.742	3196	animal_parasite	litter_saprotroph	root_endophyte_dark_septate	root-associated	leaf/fruit/seed,animal_material	""	partly_aquatic	animal_parasite/opportunistic_human_parasite	""	dimorphic_yeast	""	""	""	""	""	
OTU_140	ON129311	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Ampulloclitocybe	Ampulloclitocybe_pseudo_species_0140	0.96078	0.724	3155	litter_saprotroph	""	""	""	leaf/fruit/seed	""	non-aquatic	""	""	filamentous_mycelium	agaricoid	gills	""	""	""	
