otu_id	S100	S101	S102	S105	S106	S107	S108	S109	S110	S113	S114	S115	S116	S117	S118	S121	S122	S123	S124	S125	S126	S129	S130	S131	S132	S133	S134	S137	S138	S139	S140	S141	S142	S145	S146	S147	S148	S149	S150	S153	S154	S155	S156	S157	S158	S161	S162	S163	S164	S165	S166	S169	S170	S171	S172	S173	S174	S177	S178	S179	S180	S181	S182	S185	S186	S187	S188	S189	S190	S97	S98	S99
OTU_3416	0	0	0	0	80	0	0	0	0	72	57	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	288	121	0	0	0	0	74	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	24	72
OTU_2741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2743	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	38	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2627	400	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0
OTU_110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	36	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	49	0	19	0	0	0	0	0	0	0	0	0	62	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0
OTU_2954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	15	0	0	0	0	0	0	36	0	0	0	0	0	0	0
OTU_2518	225	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	19	0	0	504	0	65	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	22	0	0	0
OTU_4037	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	108	0	0	18	0	8	0	0	0	0	204	0	0	0	0	0	39	0	0	30	0	0	0	0	0	0	9	0	0	0	0	25	0	0	20	0	0	0	0	0	0	0	0	0	0	0	54	0
OTU_3510	74	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	101	51	12	42	0	0	0	93	0	18	0	0	66	21	0	0	164	19	0	161	40	13	0	134	0	45	111	16	0	20	0	0	0	0	0	0	17	57	0	0	0	0	0
OTU_853	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
OTU_1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	64	0	0	0	23	0	11	0	0	0	21	0	554	0	0	0	80	0	50	0	0	0	11	0	0	0	0	0	0	0	45	0	0	0	0	0
OTU_3539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	45	184	0	0	0	0	0	0	0	0	0	0	914	0	0	0	0	0	0	0	0	0	0	0	0	0	134
OTU_1798	0	22	0	0	31	0	0	0	0	40	0	88	23	41	0	76	0	30	0	19	0	12	0	64	0	0	0	51	0	0	0	0	0	0	0	41	0	87	0	16	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	58	0	16	0	0	0	0	18	202
OTU_231	0	75	0	9	0	160	0	34	0	17	0	245	0	40	0	31	0	37	13	56	0	11	15	13	29	9	0	23	0	0	0	0	0	0	0	0	0	73	28	65	0	0	0	15	0	18	0	0	0	0	0	0	0	32	0	28	0	0	0	28	0	0	0	50	0	0	0	0	0	0	0	108
OTU_3747	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	52	0	0	19	0	0	0	0	29	0	0	0	0	0	0	0	0	0	41	0	25	379	0	0	91	0	40	0	9	0	18	0	19	0	0	0	0	0	0	0	0	0	0	0
OTU_790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1107	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2695	0	0	0	36	0	12	0	0	0	0	0	29	0	0	0	0	0	72	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1181	0	0	0	0	0
OTU_1716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
OTU_3403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2729	0	0	0	0	106	0	0	0	0	0	0	0	11	0	0	199	0	67	0	0	0	40	0	158	0	0	0	77	0	0	0	0	0	27	0	157	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	42	0	0	0	0	0	53	0	0	0	0	0	193	0	60	0	0	0	0	57	0
OTU_855	139	0	0	0	0	34	0	0	0	0	0	0	127	0	0	0	37	0	119	0	0	0	0	0	0	140	0	0	46	0	0	28	0	18	0	0	0	0	40	0	0	0	23	0	37	0	0	86	0	0	178	0	0	0	0	0	29	0	0	24	0	0	0	0	0	0	0	0	0	0	29	0
OTU_403	0	21	0	0	0	0	0	80	0	0	0	0	43	0	0	0	57	22	37	43	0	33	50	16	42	0	59	0	0	39	32	0	0	0	0	39	0	0	61	0	0	0	32	23	37	0	0	0	0	0	54	29	0	0	0	80	0	29	0	0	0	0	0	88	0	19	0	116	26	0	0	28
OTU_148	0	0	0	0	36	0	0	0	0	0	22	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	925	0
OTU_2567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	27	941	0	0	0	0	0	0	0
OTU_260	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	18	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
OTU_1216	0	0	74	0	0	0	0	0	0	0	0	44	0	0	0	0	0	47	0	0	0	0	0	19	0	0	0	0	65	0	0	0	0	0	0	20	0	0	0	24	25	0	0	0	0	0	0	0	0	47	0	0	0	0	0	30	0	0	0	0	0	24	0	30	0	0	0	0	0	0	0	0
OTU_702	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1142	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1735	44	0	0	0	0	0	0	0	0	0	0	0	0	12	0	41	0	0	59	48	0	18	0	0	0	0	0	0	0	0	11	11	0	0	0	0	285	0	159	13	0	79	0	0	61	13	0	0	216	0	17	0	0	0	35	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
OTU_3164	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	112	0	0	0	0	0	156	0	0	0	0
OTU_4066	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
OTU_1727	61	60	0	0	0	0	0	0	0	0	0	0	53	0	0	0	39	43	265	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	43	24	28	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	163	0	0	0	0	75	0	0	0	0	0	110	0	0	60	0	0	0
OTU_1751	0	0	0	19	0	0	0	0	0	60	0	0	0	0	0	311	0	0	0	71	0	46	0	0	0	0	0	20	0	0	0	0	0	0	37	26	0	119	0	15	0	0	0	0	0	14	0	24	0	0	0	31	0	0	0	0	0	0	0	36	0	0	0	333	0	9	0	0	0	0	0	0
OTU_3471	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
OTU_465	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	59	0
OTU_2331	15	29	0	0	0	0	65	142	0	0	0	0	22	0	12	0	0	0	35	0	0	0	0	93	0	95	0	0	74	0	17	0	38	0	0	93	0	0	32	0	0	0	10	84	0	0	0	0	0	0	37	0	0	0	0	116	0	0	0	0	0	72	0	0	0	0	0	64	0	0	0	0
OTU_1175	0	0	0	31	0	83	0	0	0	155	0	69	0	0	0	593	0	0	0	0	0	52	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
OTU_3316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
OTU_2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	819	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_726	0	0	0	0	0	0	13	0	0	0	0	0	19	0	48	0	0	34	23	0	0	0	0	0	0	0	0	0	26	0	363	11	0	0	0	0	38	0	0	0	0	0	0	0	17	0	157	0	126	0	26	0	0	0	86	88	10	0	21	0	0	0	0	0	0	0	0	14	0	0	0	0
OTU_617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	364	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1677	0	0	80	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	177	0	12	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	12	0	279	11	0	0	11	0	41	0	10	0	70	0	40	18	0	0	42	0	47	0	0	0	0	0
OTU_1017	39	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	154	0	0	0	0	0	156	0	0	0	0	90	0	36	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	292	22	48	0	0	0	0	0	34
OTU_3732	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	51	19	54	0	0	62	17	31	0	0	0	99	39	65	0	0	0	0	0	0	0	0	0	16	0	310	0	31	0	0	0	0	23	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0
OTU_2348	0	0	0	0	0	281	0	0	0	0	0	386	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84
OTU_2478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
OTU_2258	0	0	0	0	0	0	0	19	0	187	0	0	0	0	0	108	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	84	0	37	102	0	0	0	25	0	97	0	0	110	31	29	0	0	0	0	15	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0
OTU_1779	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	105	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	65	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	150	0	41	13	0	0	137	0	76	0	0	0	242	0	57	0	0	0	12	0	0	0	0	0	0	0
OTU_1236	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	18	79	171	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3702	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	60	0	0	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	278	0
OTU_433	12	0	0	0	0	30	0	28	0	0	0	31	0	52	0	0	12	22	0	0	0	82	24	0	0	0	0	0	60	62	0	0	0	13	0	26	0	0	0	53	66	77	0	0	0	0	0	77	0	0	0	0	27	0	0	65	0	0	36	27	0	15	0	0	59	0	0	101	0	0	0	0
OTU_3040	11	0	0	11	0	14	0	37	0	0	0	25	0	23	0	0	11	0	12	11	22	0	35	0	0	0	18	0	23	0	0	0	17	0	125	0	0	17	15	19	0	0	26	0	0	11	0	0	0	11	16	0	0	17	0	72	0	0	0	0	0	76	0	20	0	20	0	0	0	0	0	0
OTU_3214	0	0	0	0	70	0	0	0	0	0	39	0	0	0	14	0	0	17	0	0	0	0	0	0	0	0	0	18	33	0	26	0	43	0	29	0	0	0	0	0	82	0	0	37	0	33	58	0	0	0	0	36	0	0	0	0	0	62	0	0	0	54	0	76	261	32	0	0	0	0	0	0
OTU_3057	100	0	0	71	0	0	0	0	0	13	0	117	0	51	0	53	0	0	0	48	0	0	0	0	17	0	15	13	0	0	0	0	0	0	0	31	0	26	24	0	0	0	0	0	32	0	0	0	0	0	73	0	0	22	0	0	0	0	0	15	0	0	0	0	0	22	0	0	0	35	0	47
OTU_3573	0	46	0	0	0	45	0	64	0	237	0	133	0	0	0	29	0	29	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	58	32	0	38	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	77	0	0	0	33	0	0	0	0	0	13	0	60
OTU_3049	38	0	0	0	0	0	0	0	0	0	0	0	22	0	12	0	15	0	0	0	0	0	281	17	42	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	39	0	60	0	0	0	37	0	49	0	0	0	0	0	73	0	0	0	0	0	16	0	0	0	0	13	0	0	0	0	0	0
OTU_1486	0	18	0	0	0	0	0	0	0	0	0	0	61	27	0	0	0	0	20	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	22	13	0	0	0	0	0	0	17	0	0	0	0	55	0	0	18	0	0	35	25	0	77	0	0	0	0	0	9	0	0	0	0	37	0
OTU_678	0	0	0	0	0	0	21	114	0	0	0	67	0	0	0	0	0	0	45	0	0	40	84	0	0	0	0	33	0	0	0	0	0	0	0	0	0	59	0	0	0	29	0	53	0	0	0	47	0	0	0	19	0	84	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	101
OTU_4252	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	44	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	23	0	0	0	0	0	19	0	0	0	0
OTU_299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0
OTU_613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	271	0	0	0	91	0	42	0	0	0	0	0	0	0	0	0	0	0
OTU_1169	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2795	0	0	0	40	0	0	0	212	0	147	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	36	0	0	0	0	16	0	0	0	25	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	87	32	0
OTU_8	0	77	0	0	20	0	0	23	0	17	0	0	0	0	0	27	0	0	0	181	0	27	35	0	0	0	0	21	0	0	0	0	0	36	202	0	0	13	0	36	0	18	0	0	0	0	0	31	0	0	0	40	0	0	0	0	0	0	0	59	0	0	0	30	32	0	0	0	0	9	0	0
OTU_3187	0	0	17	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	13	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	14	0	0
OTU_660	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2696	0	57	0	0	0	17	0	25	17	0	16	0	0	0	0	0	0	0	0	0	0	0	34	0	19	0	0	0	277	8	0	0	0	21	0	0	0	0	0	0	26	0	10	23	0	0	0	0	0	60	17	0	0	0	0	23	0	0	14	30	0	0	0	0	20	0	0	0	0	0	0	0
OTU_100	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	554	0	0	0	0
OTU_3478	47	0	0	0	0	0	33	0	0	0	0	0	30	0	0	0	9	0	39	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	40	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0
OTU_2315	0	0	0	20	17	0	0	21	0	39	0	0	0	38	0	117	0	14	18	0	0	12	0	12	0	0	0	16	42	0	47	21	63	0	16	0	76	0	32	0	0	32	0	0	0	0	0	0	82	0	0	0	0	73	0	35	0	0	0	13	0	0	0	0	0	0	0	56	0	0	0	0
OTU_3291	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2074	0	0	0	18	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1718	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	13	0	0	0	0	118	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	19	0	24	0	0	0	0	0	191	0	0	0	421	0	0	0	0	0	0	0	0
OTU_3693	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4268	0	0	0	0	0	0	0	0	0	0	17	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	35	50	0	0	75	0	15	0	0	0	96	0	26	0	0	0	110	0	0	0	0	0	0	0
OTU_1750	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1324	0	35	0	0	51	0	0	48	0	0	0	0	0	0	0	27	144	0	159	0	0	0	0	0	0	0	0	0	0	27	0	0	0	31	0	0	0	0	22	0	0	0	0	71	0	0	0	0	0	0	16	0	0	0	0	0	27	70	0	0	0	0	0	0	0	0	0	0	167	0	46	0
OTU_3776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3200	0	0	0	0	32	0	75	0	12	0	32	0	131	0	0	0	0	0	0	0	0	0	0	23	0	0	0	55	27	0	57	0	127	0	108	0	0	0	0	0	12	0	32	0	0	16	19	0	0	0	12	16	0	0	0	0	0	36	0	0	0	31	0	0	65	0	0	0	0	0	0	0
OTU_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	82	0	0	0	0	104	0	0	0	0	0	0	552	0	0	0
OTU_3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_98	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	293	0	0	0	0
OTU_3039	0	13	80	0	0	0	0	0	0	0	0	0	31	0	0	0	0	20	0	0	0	25	33	0	0	0	0	13	58	0	0	0	0	0	0	23	0	0	15	16	51	0	0	0	36	45	39	23	0	0	30	0	0	0	0	15	0	0	0	0	0	0	0	0	28	0	0	20	16	0	16	0
OTU_397	39	0	29	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	218	0	359	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	10	56	0	0	0	0	34	0	0	36	0	0	0	0
OTU_3512	34	0	44	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	24	0	0	0	0	0	0	0	19	62	0	0	93	0	46	0	0	0	0	0	0	0	17	0	0	36	0	0	73	14	171	0	9	16	90	0	39	0	0	0	0	0	0	13	21	0	0	0
OTU_4159	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
