otu_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_6936	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_6937	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_6938	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_6939	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_6940	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Sinomonas	atrocyanea
OTU_6941	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_6942	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_6943	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	""	""
OTU_6944	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	""	""	""
OTU_6945	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_6946	Bacteria	Armatimonadota	Armatimonadia	Armatimonadales	""	""	""
OTU_6947	Bacteria	WPS-2	""	""	""	""	""
OTU_6948	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_6949	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_6950	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_6951	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	obesi
OTU_6952	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_6953	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_6954	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_6956	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_6957	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_6958	Bacteria	""	""	""	""	""	""
OTU_6959	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41	""
OTU_6960	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_6961	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	""
OTU_6962	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-3	""
OTU_6963	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	""
OTU_6964	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	""	""
OTU_6965	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_6966	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	""	""
OTU_6967	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	""
OTU_6968	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	""	""	""
OTU_6969	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_6970	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	""	""
OTU_6971	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	""
OTU_6972	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	""
OTU_6973	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_6974	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_6975	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_6976	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_6977	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	""	""	""
OTU_6978	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	""	""
OTU_6979	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_6980	Bacteria	Acidobacteriota	Acidobacteriae	Solibacterales	Solibacteraceae	Candidatus Solibacter	""
OTU_6981	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_6982	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	""
OTU_6983	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	""	""
OTU_6984	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	""	""
OTU_6985	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_6986	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_6987	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	""	""	""
OTU_6988	Bacteria	""	""	""	""	""	""
OTU_6989	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_6990	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_6991	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_6992	Bacteria	Chloroflexi	JG30-KF-CM66	""	""	""	""
OTU_6993	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	""	""
OTU_6994	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_6995	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	""	""
OTU_6996	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	""
OTU_6997	Bacteria	Verrucomicrobiota	Verrucomicrobiae	""	""	""	""
OTU_6998	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_6999	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	""
OTU_7000	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7001	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	""	""	""
OTU_7002	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_7003	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	""
OTU_7004	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	""
OTU_7005	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	""	""	""
OTU_7006	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7007	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_7008	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	""	""
OTU_7009	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	""
OTU_7010	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	""
OTU_7011	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Melittangium	""
OTU_7012	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	koreensis
OTU_7013	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	""
OTU_7014	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12	""
OTU_7016	Bacteria	Chloroflexi	TK10	""	""	""	""
OTU_7017	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	""	""	""
OTU_7018	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	""	""
OTU_7019	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_7020	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_7021	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7023	Bacteria	Proteobacteria	Alphaproteobacteria	""	""	""	""
OTU_7024	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	""	""	""
OTU_7025	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	""
OTU_7026	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	""
OTU_7027	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	""
OTU_7028	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	""	""
OTU_7029	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_7030	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	""	""
OTU_7031	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Paracraurococcus	ruber
OTU_7032	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	""	""
OTU_7033	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	""
OTU_7034	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7035	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7036	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	""	""
OTU_7037	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Inquilinaceae	Inquilinus	""
OTU_7038	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	""
OTU_7039	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7040	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_7041	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	""	""
OTU_7042	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7043	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	""	""
OTU_7045	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_7046	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7047	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_7048	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7051	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	""	""
OTU_7052	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	""	""
OTU_7054	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_7055	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7056	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tundrisphaera	""
OTU_7057	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Robbsia	""
OTU_7058	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	""	""	""
OTU_7059	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	""	""
OTU_7060	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_7061	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-3	""
OTU_7062	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	""	""
OTU_7063	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	""
OTU_7064	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	""	""
OTU_7065	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	""	""
OTU_7066	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7067	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""
OTU_7068	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_7069	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	""	""	""
OTU_7070	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	""	""	""
OTU_7071	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	""	""
OTU_7072	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter	""
OTU_7073	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_7074	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_7075	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter	""
OTU_7077	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	""
OTU_7078	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	""
OTU_7079	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	""	""	""
OTU_7080	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_7081	Bacteria	""	""	""	""	""	""
OTU_7082	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7083	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	""
OTU_7084	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_7085	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinophytocola	""
OTU_7086	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	""	""
OTU_7087	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_7088	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_7089	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	""
OTU_7090	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_7091	Bacteria	WPS-2	""	""	""	""	""
OTU_7092	Bacteria	Acidobacteriota	Blastocatellia	11-24	""	""	""
OTU_7093	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	""	""
OTU_7094	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	FCPS473	""
OTU_7095	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	""
OTU_7096	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	JG30a-KF-32	""
OTU_7097	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	""
OTU_7098	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	""	""
OTU_7099	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	""
OTU_7100	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	""
OTU_7101	Bacteria	Verrucomicrobiota	Verrucomicrobiae	""	""	""	""
OTU_7102	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_7103	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	globisporus
OTU_7104	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7105	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	""	""	""
OTU_7106	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7107	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	""	""
OTU_7108	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	""	""	""
OTU_7109	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	""	""	""
OTU_7110	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	""	""
OTU_7111	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7112	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_7113	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	URHD0088	""	""
OTU_7114	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7115	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_7116	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter	""
OTU_7117	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_7118	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7119	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	""	""
OTU_7120	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	""
OTU_7121	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29	""
OTU_7122	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	facile
OTU_7123	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1921-3	""
OTU_7124	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	""	""	""
OTU_7125	Bacteria	Armatimonadota	""	""	""	""	""
OTU_7126	Bacteria	""	""	""	""	""	""
OTU_7127	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Thermosporothrix	""
OTU_7128	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	""
OTU_7129	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Chlorogloeopsis PCC-7518	""
OTU_7130	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	""	""
OTU_7131	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	""	""
OTU_7132	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_7133	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	""
OTU_7134	Bacteria	Chloroflexi	Ktedonobacteria	B12-WMSP1	""	""	""
OTU_7135	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_7136	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7137	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	""	""
OTU_7138	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	""
OTU_7139	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1	""
OTU_7140	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	""
OTU_7141	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	""
OTU_7142	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidicapsa	""
OTU_7143	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20	""	""	""
OTU_7144	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7145	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	""
OTU_7146	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	""
OTU_7148	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	1959-1	""
OTU_7149	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7150	Bacteria	""	""	""	""	""	""
OTU_7152	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7153	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila	""
OTU_7154	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_7155	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_7156	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin517	""
OTU_7157	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	""
OTU_7158	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	""	""
OTU_7159	Bacteria	Myxococcota	Polyangia	Polyangiales	BIrii41	""	""
OTU_7160	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Nostocaceae	Aetokthonos AEL04	""
OTU_7161	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya ANT.L52.2	""
OTU_7162	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter	""
OTU_7163	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	""	""
OTU_7164	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	""
OTU_7165	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	""	""
OTU_7166	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	""
OTU_7167	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	""
OTU_7168	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	""
OTU_7169	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	""
OTU_7170	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	insecticola
OTU_7171	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	Vampirovibrionaceae	Vampirovibrio	""
OTU_7172	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	""	""
OTU_7173	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7174	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group	""	""
OTU_7175	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	""
OTU_7177	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	""	""
OTU_7178	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7179	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	""	""
OTU_7180	Bacteria	Armatimonadota	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	""
OTU_7181	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	JG30-KF-AS9	""	""
OTU_7182	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	""	""	""
OTU_7183	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	""
OTU_7184	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7185	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7186	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	""	""
OTU_7187	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Aquisphaera	""
OTU_7188	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7189	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7190	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	""
OTU_7191	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila-Silvibacterium	""
OTU_7192	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	""	""	""
OTU_7193	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	""
OTU_7194	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	""
OTU_7195	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus	""
OTU_7196	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	""
OTU_7197	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
OTU_7198	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dyella	""
OTU_7199	Bacteria	Chloroflexi	JG30-KF-CM66	""	""	""	""
OTU_7200	Bacteria	Myxococcota	Polyangia	Polyangiales	Phaselicystidaceae	Phaselicystis	""
OTU_7201	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	""
OTU_7202	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	""	""
OTU_7203	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	""	""
OTU_7204	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067	""
OTU_7205	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	""	""
