	S198	S206	S214	S222	S230	S238	S246	S254	S193	S199	S207	S215	S223	S262	S277	S285	S231	S239	S247	S255	S263	S270	S278	S286	S200	S208	S216	S224	S232	S240	S248	S256	S201	S209	S217	S225	S264	S271	S279	S287	S233	S241	S249	S257	S265	S272	S280	S288	S202	S210	S218	S226	S234	S242	S250	S258	S203	S211	S219	S227	S266	S273	S281	S289	S235	S243	S251	S259	S267	S274	S282	S290
S277	1.1191090957189291	0.8989997340301722	2.7269483817821794	0.8966577620829633	0.9568092711643669	2.117379024006278	1.7905946510610515	1.5675624651364914	0.8553280630749702	2.644802799536678	2.054651206128664	1.8478367894109422	2.355206358529855	0.6899200909859731	0.0	2.4656280172318907	1.0965168321660408	0.5944552487988485	2.167005086472467	0.8810091868325265	0.7293711413253992	0.9523576951074896	1.7588112717867566	1.032250913691927	0.8642467720755467	0.6846129432758354	1.3756572422096627	0.6046501209759513	1.7939640632980538	2.985007597503977	1.557555177558735	2.219405776546261	2.647532640204417	2.547256216774755	2.658401624082201	1.9121491855370505	0.8329389488404642	0.7452453520957226	0.5416188568147333	0.6887641721690679	1.7013156238815241	1.9700845231201334	1.6705808145633132	1.7887496447562221	2.1504397411348872	0.7867953943259453	1.2536989585445155	1.6115360825264404	1.668806179189452	0.5764753146551134	1.4654247847533264	0.8926229094652997	0.8684312730627344	1.333004352838882	1.471746038768279	1.9871557467679055	1.4002508554059179	1.1054430670907158	1.5924596198075278	1.2373659646823765	1.1159347677926097	0.5305970118934151	0.6215820903912307	0.5983706238488096	0.4694172540029943	0.9224880462608327	1.0066375812746622	2.147189982250219	2.3531731996658745	1.8105894758107641	1.864070399811293	1.8420514601152649
S285	1.4454970443948947	1.7918519186252568	0.269803534567954	2.1747477848222676	2.4695042021462577	2.8564333198681937	3.022818699586515	3.0433673013418088	3.166269427697647	2.619991409284197	2.974010409997973	3.0921858835237077	3.904588543499893	2.1768552625893816	2.4656280172318907	0.0	1.5555469330605143	2.6283427276095703	0.36854530466095314	1.8319525880603797	2.991213094355236	3.2967158179636233	4.143358234580489	3.367459851706487	2.695787950697242	2.356838579491416	2.044946633236256	2.7192560616288746	1.989244294418804	3.7289654312819502	1.7635100547299274	3.622097011264513	1.951378983095913	2.8316498316487464	3.2822391427108433	3.3417888897064407	2.8564454946909428	2.649573989724091	2.5265743076843665	2.0820415225528617	4.162239843446873	4.407243739581966	4.129013681167327	4.2094479564497815	4.466728504547995	2.2853709273091227	3.5347502460157396	3.9857589156350843	1.0892917899771561	2.307644946421383	3.823351847605914	2.3617611875441207	2.399616356182542	3.429670676007585	2.979114421278549	3.9842008814536674	3.7643245074813345	2.777207525052859	0.933265283793732	2.985066286340055	3.508927274885596	2.4883754286434456	2.336175713042389	2.6241479891023394	2.376816047068707	3.0085552067732952	1.9961213865015068	0.5340516835567038	3.5564019945401935	3.1791098198997987	2.6398149345549755	3.15698698702636
S231	0.29789513557867126	0.6764314420877523	1.7954280546424963	0.9758177562394046	1.5339916267988871	1.9926849711143189	1.937882419520241	1.8219791960324287	1.6962361781114619	2.316980981681805	2.0408553619080614	2.0447670336373434	2.783180623573456	0.8141072898639091	1.0965168321660408	1.5555469330605143	0.0	1.1510045341671082	1.3553090457564057	0.30098919425348	1.5604023044051951	1.8115057060755595	2.700959474028154	1.986966165136604	1.4353920539618665	0.9490280019729211	1.1703705877553405	1.2852899769048782	1.3313858644936536	3.0120862834814535	0.8679685193093839	2.499199602358993	2.0570075689542984	2.3113956842824837	2.589129745847969	2.201835372871248	1.5494901099645344	1.1792483435529448	1.2320812289254681	0.5570638312762103	2.7536113070870853	3.046155329847694	2.729889555331076	2.8588809180050543	3.1088929295015104	0.9154573341333121	2.101330227801552	2.544200014956056	0.6799257742705053	0.866972732593631	2.4665518251413334	1.0660200164107547	0.8750471816560014	2.000253652205301	1.6928709266564317	2.6241538719649973	2.3122693066357964	1.3755075207009992	0.7527137490581675	1.6401455599452708	2.045812997881909	0.9576953679356521	0.9082305887524056	1.142010289520035	0.8581728891006007	1.4892073274593687	0.8375175946703605	1.1635274553303114	2.555432236522419	2.047873385915251	1.7618064438620775	2.0368976085549995
S239	1.1841232461231324	0.9189168153573529	2.8850865974904463	0.6898357868294619	1.5482986639564071	2.392677972084547	2.0810024771230986	1.8189783266193986	0.9882283215283055	3.0107093098887003	2.3448920372607933	2.175094828520403	2.655328431766543	0.4970618474153678	0.5944552487988485	2.6283427276095703	1.1510045341671082	0.0	2.3717743506894275	0.953854775288464	0.9841080451330715	1.0208863297454633	1.8600819006789506	1.3086832303414402	0.5967227540156964	0.33157307167094885	1.1534365004310887	0.18748770454322813	2.084491193140527	3.3191948617127154	1.723876841558766	2.474022916459488	2.985464955202935	2.8869546533908164	2.9871057330798263	2.194110224717826	0.5817545522238803	0.15632243910612906	0.49113395214106054	0.7704862032653974	1.761391609891739	2.0361289967551595	1.7398221167447574	1.8273663985710704	2.3571185001252997	1.0671155454514896	1.422394604603125	1.725276059362644	1.6538641872557887	0.32560886649960374	1.3789403915877656	0.5328502903751217	0.8195854310404929	1.4812072104653486	1.6639841332042788	2.159705502367833	1.510620087521583	1.2521613556709197	1.8220609302968096	1.4634388896272992	0.9309272765868266	0.3285856541172787	0.3134079714729628	0.019163456736128893	0.518412536293025	0.8978475298148685	0.8185206472775386	2.30036164520488	2.652533146491949	2.094790452943211	2.1814344678469433	2.114674312073454
S247	1.21050210345776	1.5167061200821044	0.6229806754978114	1.9141387521308266	2.146671782396555	2.7336819411527613	2.844799387111791	2.8482103814804574	2.8985526353520834	2.549397672978783	2.8298251682143634	2.9050905019993127	3.700269015652984	1.9189209154922282	2.167005086472467	0.36854530466095314	1.3553090457564057	2.3717743506894275	0.0	1.6185247930109277	2.7186665457050365	3.0289496734754016	3.859463457146069	3.075049245798499	2.4124073860362647	2.10462958291139	1.8199433362870607	2.448611107733505	1.8740850228421135	3.610405917341763	1.6541599501639688	3.4443741760725857	1.9429934744493544	2.7428438769635264	3.170562297134245	3.150510029104157	2.567134521755519	2.405356994417136	2.228963060100458	1.8536405837688557	3.852095959423733	4.084157010781588	3.8165386478653547	3.8861235530173786	4.17110493770953	2.052874709213144	3.2649729496792723	3.7036551447653743	0.968225328775853	2.0511293424925956	3.5118782807929376	2.1137309289355746	2.1999788280219246	3.1869062499699523	2.7895942393002278	3.751648761614207	3.486786658024092	2.570098794790149	0.7052357716909105	2.7650974198669287	3.224452930764879	2.243821849042372	2.0814232557437475	2.3692153842848063	2.1281398263374265	2.776056240304087	1.7527393955500241	0.5809840638653992	3.3900035739161662	2.9912608439423845	2.491280800334924	2.977277728771272
S255	0.5307944982336404	0.743585088110127	2.0707761945484693	0.9648151600345777	1.3783790983587603	1.8240073130377819	1.709004229034738	1.5639588344760134	1.404233706641612	2.2550202302220153	1.8491454901788669	1.8182824637338906	2.525925920442946	0.7336130145763069	0.8810091868325265	1.8319525880603797	0.30098919425348	0.953854775288464	1.6185247930109277	0.0	1.2717338091179324	1.5210534520604815	2.410513944106375	1.7078001571416028	1.3338517334725117	0.8275748935191142	1.2707427650459349	1.1014958820980454	1.267476098314487	2.8385892479299977	0.8358127244550582	2.2507670329397995	2.0982254863981797	2.2043862036168522	2.432918623387026	1.9523317345983684	1.4133370635922415	1.003106636066155	1.1031942839147844	0.26219499339482827	2.493050256666649	2.801016507505013	2.4722834882560423	2.6264783692979212	2.8231234617905243	0.6434730843954563	1.8063647541208443	2.253337294767352	0.9768403312345426	0.7184602476608531	2.259366768195424	1.0069655643173838	0.5907210241645806	1.700866895840689	1.4270841738825215	2.3299823174535033	2.0205596234471623	1.0887034814247332	0.9722693067647883	1.3561689482274244	1.8095322719471707	0.7088343793349736	0.7707509758783586	0.9428327380637987	0.5827551559703729	1.1916735286909959	0.8812109849702082	1.4204712671759607	2.330049922300461	1.8041402130810813	1.5942059870794156	1.797694490863627
S263	1.6917723716006683	1.5804379092024088	3.2363311129643035	1.551213483873702	1.1028751123147225	1.7877750226130507	1.3383070353575781	1.0579056491959398	0.22368620206241596	2.5009533772907564	1.6701433732016335	1.3859781962583526	1.7246027643332507	1.3069619735131692	0.7293711413253992	2.991213094355236	1.5604023044051951	0.9841080451330715	2.7186665457050365	1.2717338091179324	0.0	0.3747255484934116	1.1581178936199188	0.4584586187712167	1.4195357844972736	1.2355897478545654	2.0401961313360024	1.023201834142746	1.787210751936674	2.5384543282689465	1.677751505320569	1.6272425479251713	2.711704003717183	2.307511049633389	2.283960559782937	1.354165598923187	1.3092232528359817	1.1186678827750947	1.1712462179703456	1.0196151483206952	1.3548992410730405	1.7102753002101365	1.3448668655442328	1.6203056108422331	1.5531323566962232	0.797320889407081	0.5567517119403134	0.999013081563164	2.2201655361543255	1.1333914927390374	1.4825304402634865	1.4749240197306617	0.9100486036795834	0.6123521003770572	0.9802265798096081	1.2612918656558236	0.7746359216655815	0.7034902272845978	2.065574087690447	0.6885907440207057	1.0369982627533683	0.8315495306973085	1.1740292262852599	0.9800999746866264	0.7650808563978244	0.4816582987695789	1.6536448469752767	2.596526674787388	1.8195839676518333	1.2949703509238681	1.5929163493986225	1.3404235287710327
S270	1.9392625524872067	1.7827433132932724	3.5441807939123597	1.669144447714388	1.445058861726125	2.039546619230181	1.5674862974088057	1.2609658817659932	0.15441875951433637	2.817797203479093	1.9125201442614208	1.6216055133465657	1.8292657522801365	1.4439744233781213	0.9523576951074896	3.2967158179636233	1.8115057060755595	1.0208863297454633	3.0289496734754016	1.5210534520604815	0.3747255484934116	0.0	0.902957456070522	0.46165924387160906	1.4415491251941701	1.3284754534870782	2.1552964855642465	1.0365896104735786	2.109325328659957	2.7499348431201494	1.9678061338157398	1.7557956125982686	3.054167982230751	2.5968460769483874	2.5283475559060884	1.527198869447277	1.2970520406447477	1.1283541460444602	1.2659353991326743	1.2592112935237443	1.1010250068382454	1.4812959951440825	1.1019931017236229	1.40234067101643	1.3935636995701126	1.112753277956042	0.41432724132821536	0.7521542817617822	2.45649448557252	1.2569306571320453	1.2792063743447992	1.547157872597306	1.083798682551048	0.5760055136313433	1.1642403188056565	1.1971852058614478	0.5195090112830274	0.9074524547383593	2.3815154734746207	0.8914678788098093	0.7924305253835404	0.9497125742193346	1.2817977676956034	1.0177951138331203	0.9635100694152173	0.47852717389135735	1.7937311185746847	2.9005632573768305	1.9937691239994353	1.4953441872838642	1.8803336208341366	1.5407773117160921
S278	2.819154184098847	2.6319495450426693	4.390586549430839	2.4930028802027056	1.983342865337239	2.5212610898621755	1.9894363497245329	1.7211703563199583	1.006792879481715	3.321995170016082	2.3457223141236767	1.9863143160559757	1.7950017665569238	2.299875273262036	1.7588112717867566	4.143358234580489	2.700959474028154	1.8600819006789506	3.859463457146069	2.410513944106375	1.1581178936199188	0.902957456070522	0.0	0.8009508200928742	2.153282149249541	2.1770423723688466	2.9739223813163074	1.8266117660142156	2.806838826388283	2.945163420303079	2.7739871543561923	1.9137492545200412	3.7008352823078106	3.056728184878766	2.856787565313677	1.797514993971177	1.9677053851135755	1.9563932486382951	2.0226600919319546	2.150718057736429	0.693496829777825	1.0425816083648733	0.7329698133229646	1.150383301056686	0.5849483211937468	1.9318625464633845	0.65044648978067	0.15986446255723924	3.348364870546207	2.120691758212008	1.4038268141526373	2.367081898602549	1.9659324522900608	0.9400509154151968	1.7066123015490593	1.016730016001072	0.39130281453499866	1.6332914915638472	3.2189353266529235	1.467548359650887	1.2055760281659207	1.8441136479583156	2.1387206335833584	1.8607742026930874	1.86006561332533	1.3187449725122737	2.643134918040691	3.754128049072406	2.1810821461866627	1.8493747060242867	2.414262198771585	1.9127730490619463
S286	2.090807828348453	1.929095489212078	3.615662643171207	1.8705181346524105	1.2083654629865044	2.038331933247661	1.536810684114808	1.2729912055830663	0.4409674850296928	2.741924581549204	1.8876455101583653	1.5406051602690274	1.6755929648218015	1.6595510823013417	1.032250913691927	3.367459851706487	1.986966165136604	1.3086832303414402	3.075049245798499	1.7078001571416028	0.4584586187712167	0.46165924387160906	0.8009508200928742	0.0	1.6317970257224101	1.5794018231916105	2.361433699589726	1.292499688248227	2.1396083682430858	2.6365893106597404	2.0976208727657704	1.6967273701237557	3.020917581496943	2.534991642568774	2.4477604112795626	1.4623411899778263	1.481985168957444	1.442438958608151	1.4099693395586563	1.460227861365409	1.0035065614944647	1.3497320160171413	0.9941581546120918	1.3114207882747713	1.1312825133454567	1.221799902963612	0.36177771543604464	0.6526453766067357	2.6331829014459927	1.493462428113429	1.3328627741625692	1.7937380216146765	1.3668325551996388	0.656442742213119	1.2535473934721688	1.1342660501216846	0.4831421918243135	1.086208557992477	2.445209336879059	0.9567390339348216	1.0223427466850066	1.2345462002223055	1.5261125094690546	1.3094208539213192	1.1932630030211582	0.8505125270355448	2.0022565212931838	2.996053947205312	1.901768359710934	1.4503616849053451	1.8572880219520673	1.5130738982421652
S200	1.3396612484954051	0.9103557808516524	2.9602900712343376	0.5518793913039106	1.7293320907411218	2.9112375700554667	2.5987501873616856	2.348404391728549	1.428239221823654	3.443251514798366	2.862523592749307	2.6740128246566224	3.1382778089785415	0.6259028663990194	0.8642467720755467	2.695787950697242	1.4353920539618665	0.5967227540156964	2.4124073860362647	1.3338517334725117	1.4195357844972736	1.4415491251941701	2.153282149249541	1.6317970257224101	0.0	0.5448744793787312	0.9098788482099277	0.4558279121568378	2.5219224351071587	3.8205022047002744	2.1609490969981726	2.998553813018198	3.348080325947417	3.3590800008863138	3.486534211318946	2.708455888017757	0.2063024760038816	0.5918306941685195	0.3387439396979646	1.22140346345976	1.8610365697118958	2.033357959719205	1.8259430411663724	1.7764061457196614	2.615669206796723	1.5473318198667614	1.8242728584214267	2.037747214231623	1.7644554875662806	0.6335632290816878	1.2489655707051597	0.46406430053732056	1.3825389880777295	1.9670165897444796	2.214571336604008	2.6288473913120405	1.8555353877139689	1.8101060025133417	1.9962732503465614	1.990568987516899	1.053522422716456	0.891085576471664	0.588234640355656	0.6142370689695956	1.0299396340871823	1.4512182438603747	0.761365728488796	2.473675386915784	3.165308230134525	2.6123261951655037	2.6738643607078747	2.6392747695372
