	S1	S10	S103	S104	S11	S111	S112	S119	S12	S120	S127	S128	S136	S143	S144	S151	S152	S159	S160	S167	S168	S17	S175	S176	S18	S183	S184	S191	S192	S2	S20	S25	S26	S27	S28	S3	S33	S34	S35	S36	S4	S41	S42	S44	S49	S50	S51	S52	S57	S58	S59	S60	S65	S66	S67	S68	S73	S74	S75	S76	S81	S82	S83	S84	S89	S9	S90	S91	S92
S127	1.8124192131454062	1.3172871471688625	0.5736322955590777	1.2828695706384894	1.9582260745961917	1.2500424565184767	1.1822897334036662	0.347719360033153	1.9964452005737208	1.780592315698035	0.0	1.9163345648202907	1.4073635880307305	1.6277678570034075	1.4341812262976816	2.1422092822142047	1.4984821827947996	1.3743797021792905	2.1013931992595443	0.8633333357626248	2.5689896565813246	0.8683494213623228	1.4999919063301328	2.9408969043635427	1.8975278011758538	1.6709913169553066	3.0602422662923017	1.275171289479057	2.0321130526111135	2.310099246437122	1.3885462065970824	1.1341505411415462	1.7180355460604635	1.5441042218527965	2.155816309168426	0.6671019167640192	1.7497957497077374	1.2237989263276878	1.5572546259127178	1.0813897024673471	2.5742648281443556	1.5097476928858304	1.1404465221638527	0.6540166094700458	1.8768620698792076	1.5651808690095474	1.5072995133277964	0.7599794425234254	1.7668699005279276	2.4151664976667013	2.138882407054314	1.1027751537762822	1.024593610474	3.0210384777904875	2.2576726930921263	1.7155017240681194	2.1735397938807735	2.2607446018596455	2.213292171815021	2.0606986466027264	1.200463979447679	2.5523560786967208	2.0933293188639857	2.557738879616132	1.4361578187764463	1.362647371103923	2.3837552058311204	1.7524837190058768	2.005680286217193
S128	2.9621922689826086	1.215672573868772	1.689937721681631	2.6221746392189647	3.4209321586543084	2.8435180666028894	1.6461032599731316	2.0348168121259564	1.4112461079873166	0.6311450261001735	1.9163345648202907	0.0	3.0351959850044627	1.5383768723263376	2.5503726253522903	0.9685938428070768	3.264829609625202	0.915518841361327	3.6327266354837757	2.744409669380258	3.0199690535505623	2.7275530862108064	3.204569280204017	3.259350717896407	0.3808175989448247	2.4493850851917043	3.414794949288325	2.9613985288088203	2.0422313140687782	1.76321126967773	2.606852620729424	2.898181731391962	0.7534149671055872	2.556915685503828	2.201490353997858	1.9077804522603423	0.9690056122836787	2.889250892676578	1.2892552235644261	2.496204716256208	2.9089556136525547	0.5837180404557144	2.6844443540886966	1.7977767726343379	1.365453911454381	2.9022622676932155	1.019964648125264	2.414390357440932	1.0807232622347918	3.5013607400144724	1.4648910065849783	2.539389627742892	2.8195218537665476	2.9098328472471606	3.3902777965681303	1.1992131764551062	3.9208761200706213	2.5713795563549198	3.8559110322483128	1.8621397825428667	2.854813390352031	2.2416196975494835	3.180625616687715	1.944971020597532	3.238009222877837	2.3801917770113876	3.070903812612413	3.6176553301492373	1.0123875835340654
S136	0.8966004683296899	1.9829726882577887	1.3541004867972568	2.2393501417258745	0.5907462058873373	0.42546865530319317	2.5640473871777854	1.6056079832853718	2.446606800963053	2.973978388673552	1.4073635880307305	3.0351959850044627	0.0	3.0224151376028607	0.8233873372994779	2.8462050234009824	0.3802492144793979	2.287363653489428	0.7031609413269461	0.8399444479233531	1.9553594556678147	0.7338212858221143	1.4640175518746976	2.3032396350151614	3.097550610674344	1.3825040766244892	2.3719838717783603	1.6826932102636645	2.053008838629461	2.557075624132013	0.7841020527865552	0.8068689280982356	2.5600589295033465	0.9491521615144334	2.0441920877708886	1.631108165838711	2.448352344621161	0.22961936940441138	2.0868932092695567	2.0128806530153693	2.0409490906222727	2.7186706146881106	0.6387709995134525	1.9280269776158725	3.2447644793812316	0.5088194487314698	2.418918328376893	1.0919168159548922	3.05524564943693	1.3002313533199843	2.557950838417431	1.8971018328451665	1.3418708065681793	2.7056327129015787	1.113346725381557	2.5176809419936315	1.0054636996069901	1.917211734004226	0.8541601510040577	2.189699118205068	0.5213078000950989	2.5365014047784347	1.0553826292061244	2.7504429423147214	1.6942731437609315	1.00839700335296	1.6079360844629016	1.1496964185162148	2.6837293718928943
S143	3.3640142419958035	2.085637854797885	1.8924066029577722	1.502076867384819	3.563019278652249	2.797241767167096	0.48753282993194264	1.458912480412902	2.5533878931226655	1.1757401466251922	1.6277678570034075	1.5383768723263376	3.0224151376028607	0.0	2.912523047729176	2.3518764632157403	3.0784147874267402	1.821179886557142	3.7218960266187944	2.359480779654452	3.878045313291705	2.409552588528034	2.576451567387407	4.187159384856097	1.2673062913148276	2.87890631061886	4.296706380512773	2.1516460867076366	3.0570648231589237	3.0118580242846407	2.8477569016725233	2.5640053655523514	1.9246934346244464	3.0235366567460273	3.1870252329354214	1.5640513239996647	2.167306398058656	2.848455925599392	2.295287885321127	1.5277063273084186	3.786748384997137	1.1159813072423983	2.6331473543209953	1.1479391116067204	0.4211961913190627	3.1450525643354053	1.6623080840450244	2.105865017129239	0.7736950403919504	3.9704680183356795	2.68674976364383	1.6892683672391167	2.1722574908435264	4.008145912716443	3.813312710801838	1.8775430653892464	3.6788146429894844	3.3799503270770286	3.828958942091632	2.92845273387855	2.7230579051113963	3.396800187043524	3.632931470828873	3.2206372143393276	2.381795872679568	2.744375559514906	3.7715160256597535	3.0998773822539953	2.29732383139866
S144	0.7154739780737065	1.42240381953394	1.0699872951639444	2.4866560486001785	0.9256298347635026	0.748371232377582	2.520558911526189	1.7194613642198886	1.698397601816451	2.550075833293515	1.4341812262976816	2.5503726253522903	0.8233873372994779	2.912523047729176	0.0	2.161818599227346	1.1842939318589754	1.8282546000705928	1.183266236359844	1.318819243851831	1.3513644095574222	1.2133227442248518	1.8872011046862747	1.6435523574902302	2.659051010742556	0.7234951127768282	1.7138134317638931	2.067837122142013	1.3602745474613551	1.7862643655931296	0.31707475178012456	1.243556594428887	1.9523541199534133	0.3726688057566136	1.2365133510369755	1.5323823950807574	1.7974639840121203	0.8617531071845681	1.4262826712640668	2.227046340814563	1.3035742652174986	2.319135915409758	0.7582999421244512	1.9023645711711465	3.03966531527239	0.44080963525484873	1.892998414144417	1.218387281746031	2.7505095242606443	1.1615127490552863	1.7972297483230533	2.0923892869418697	1.7416416162448058	1.9196260653118138	0.9444683560860303	1.9476229395413327	1.6766984535617135	1.119591684079795	1.493595655216183	1.3937054416420696	0.895364037392354	1.7205033479384944	0.7911311522299889	1.9501659711490396	2.2289861763726355	0.31148237564748116	1.0077248815694613	1.8518429456338519	1.9966281422726935
S151	2.5693433376196158	0.9772181606543037	1.6911991089494574	3.081744011793654	3.081841086616323	2.6618646968643813	2.322082218502105	2.3645237926084257	0.583873006312929	1.2942042228441821	2.1422092822142047	0.9685938428070768	2.8462050234009824	2.3518764632157403	2.161818599227346	0.0	3.1515464449835773	1.0361340241986692	3.3237031167957696	2.814878791957332	2.321859918538992	2.7645591350729846	3.2959724828914125	2.4531167148738016	1.2237972206473466	1.9657169553252483	2.589417188116879	3.198750960069699	1.4018577121115297	0.8889805276803692	2.26203247454535	2.8764875957761484	0.4789298631433345	2.1447944183064727	1.4196047317626597	2.0837936366527536	0.41722070733899813	2.7559179752021925	0.7920776147700745	2.8866713554933976	2.1227777989441177	1.2414014717752653	2.517098344000838	2.191693553742575	2.198108742955265	2.5659973178516617	1.0167162929677038	2.451286336939555	1.798123901080006	2.9988652660647643	0.5598384631115577	2.849013453672518	2.9952151559308264	1.9946191129220354	2.8952568115596558	1.0370166072797513	3.745421307997114	1.8201523705608047	3.612212399394272	1.0560051233622747	2.7203853907826767	1.329811471767145	2.69647340307001	1.0010749522013918	3.498933477148405	1.9907743495942691	2.4102372347641032	3.637617403548027	0.19607279111060913
S152	1.246725433730547	2.2797534316830586	1.580117863015465	2.1244316366141605	0.7930738888383887	0.5863004818081752	2.6019120564590574	1.624596737345751	2.7693469274890936	3.1571800492550346	1.4984821827947996	3.264829609625202	0.3802492144793979	3.0784147874267402	1.1842939318589754	3.1515464449835773	0.0	2.5486636703537484	0.803235244920757	0.7434935110892583	2.3243622762199467	0.6726929296157544	1.2591284974529504	2.6634850897372355	3.295585299396291	1.66671125753968	2.7135968843490113	1.5027306796802886	2.421532389670971	2.915468729934537	1.088406231890159	0.6998859758748716	2.833230561980315	1.3284346634675073	2.414161989294408	1.7093454815766063	2.7493541365432694	0.4503089735891348	2.4054843248414555	1.9208512265000823	2.404328209635601	2.9047247858142184	0.7847638085398136	1.971712186647589	3.3309890859019586	0.8804811740986757	2.6413397374959477	1.120240896184185	3.1808129662093565	1.5919397204895718	2.891118598457882	1.8091548881294426	1.1874653924514496	3.0715829509715156	1.4144495270484507	2.7469816251579733	0.7515484122219762	2.2637908679341088	0.7975545420220487	2.5468672352087847	0.5792419846272313	2.9029014917384033	1.3911615145649332	3.110433268886647	1.4431643273530885	1.3299427423841441	1.965202764926049	0.7996542075281388	2.986652465522985
S159	2.118432005087811	0.4637147525094287	1.0083904585364902	2.44810045659665	2.6513871414510466	2.1843186221419932	1.6892292494201577	1.6183332963070904	1.1893489416110758	1.2612566121507067	1.3743797021792905	0.915518841361327	2.287363653489428	1.821179886557142	1.8282546000705928	1.0361340241986692	2.5486636703537484	0.0	2.840567305238775	2.136125034881995	2.2748010259160347	2.0925278968667134	2.7877310337581043	2.617208000092851	1.1679119290214228	1.944909861643709	2.8304768667948093	2.605608730434824	1.3232491348642599	1.3596937939802622	1.9551343874664089	2.332665264751552	0.7896804933315913	1.756904681077843	1.6324202855194534	1.6067639442861121	0.7171909656053583	2.1317665082285613	0.7059347629056938	2.2784926183407346	2.3008592361482334	0.9976926075243575	2.0738738458500756	1.5824736531909664	1.8498579290246393	2.1282225628183786	1.1322476908560637	1.9278138855014455	1.6091863857113953	2.672219842353528	1.2381523066487852	2.306485638960405	2.372197590800916	2.462158849082018	2.5930982938392906	1.3522587120549645	3.2454293829700607	2.0579326570127106	3.059144977159992	1.3768267057335835	2.2246935668233996	1.836790551965366	2.3745015353461922	1.6455787288363863	2.8087213363735937	1.740404721878044	2.3462839665618582	3.029489563225511	1.0012166228204702
S160	0.9190326953526661	2.4991765954880543	1.987714125433888	2.902362537792354	0.28478313528267724	1.023915328808925	3.2658902942291017	2.3058154897348837	2.8730653865252456	3.6148941529901886	2.1013931992595443	3.6327266354837757	0.7031609413269461	3.7218960266187944	1.183266236359844	3.3237031167957696	0.803235244920757	2.840567305238775	0.0	1.500359512617914	1.8888031670439644	1.4056470937368284	1.9768727407555247	2.1938451303376487	3.727657043226729	1.730721551909658	2.2440139285597933	2.281826730820665	2.3134240592280997	2.8741836228947344	1.2067743751565856	1.4081510170990534	3.1033334705484235	1.2126703434792312	2.2734202700746122	2.314261461082806	2.946342865765909	0.8857493234791686	2.5573954046825036	2.683110683387299	2.04907639844404	3.362192843905298	1.240141157263448	2.629779649310704	3.938122548182102	0.7588609508994222	3.0127417272345585	1.7641772236275561	3.7310275175159484	0.9444523222096125	2.9578070757737387	2.5553448996253145	1.9667354531015224	2.759389136945885	0.8096622530215983	3.083111861839741	0.9248348009802764	2.0805316863924843	0.36406682328212514	2.5079842937100354	1.1297729982140976	2.753365417728527	0.8924206286006356	3.035975808177737	2.2412066924959815	1.4329861335701537	1.5214428862481455	1.4787579481966548	3.166338000595007
S167	1.6076430589110842	1.9574123254712885	1.1570227950416996	1.4144034936225227	1.4157429752377266	0.7263268768777483	1.8767965309759247	0.9057945695907625	2.5276484446930354	2.5707359542556	0.8633333357626248	2.744409669380258	0.8399444479233531	2.359480779654452	1.318819243851831	2.814878791957332	0.7434935110892583	2.136125034881995	1.500359512617914	0.0	2.6003397043739414	0.11704053380089459	0.9142445477529006	2.9542555409904407	2.721830990642896	1.663138362203166	3.020287798387871	0.9215315191899119	2.395930415572503	2.7894283789043106	1.1857596758607434	0.4280147921271018	2.424607202648645	1.4992554341655324	2.4273406473207446	1.0860435505562365	2.411798822712192	0.7106108460344616	2.137292829827656	1.2077000207441	2.6204255542254535	2.3228195438707755	0.7267290292057736	1.264134712922434	2.630841190214447	1.236735387161477	2.165103810185199	0.5736040543298847	2.524904888876455	2.111487157122582	2.6724415736940035	1.1321210590665762	0.5652293053434065	3.202819082450561	1.9259506579112775	2.3090713111049226	1.353246538440259	2.35978400770858	1.530110755404163	2.452737510400579	0.6125298002602089	2.8871255883373625	1.8325167138542573	3.00726067684178	0.9442150576102761	1.3357512512719996	2.291993957971862	0.9045976409738706	2.654268688589927
